speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit,winner
Donald Trump,"Well, it was very— I say nothing. I say nothing, because I was able to get him to produce it. He should have produced it a long time before. I say nothing. But let me just tell you. When you talk about healing, I think that Ive developed very, very good relationships over the last little while with the African- American community. I think you can see that. And I feel that they really wanted me to come to that conclusion. And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Secretary Clinton?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, just listen to what you heard. [laughter] And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed. But it cant be dismissed that easily. He has really started his political activity based on this racist lie that our first black president was not an American citizen. There was absolutely no evidence for it, but he persisted, he persisted year after year, because some of his supporters, people that he was trying to bring into his fold, apparently believed it or wanted to believe it. But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African- Americans, and he made sure that the people who worked for him understood that was the policy. He actually was sued twice by the Justice Department. So he has a long record of engaging in racist behavior. And the birther lie was a very hurtful one. You know, Barack Obama is a man of great dignity. And I could tell how much it bothered him and annoyed him that this was being touted and used against him. But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention; When they go low, we go high. And Barack Obama went high, despite Donald Trumps best efforts to bring him down.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,"Mr. Trump, you can respond and were going to move on to the next segment.",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"I would love to respond. First of all, I got to watch in preparing for this some of your debates against Barack Obama. You treated him with terrible disrespect. And I watched the way you talk now about how lovely everything is and how wonderful you are. It doesnt work that way. You were after him, you were trying to— you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures. I dont think you can deny that. But just last week, your campaign manager said it was true. So when you tried to act holier than thou, it really doesnt work. It really doesnt. Now, as far as the lawsuit, yes, when I was very young, I went into my fathers company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country— it was a federal lawsuit— were sued. We settled the suit with zero— with no admission of guilt. It was very easy to do. But they sued many people. I notice you bring that up a lot. And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I dont do on you. Maybe Im trying to save the money. But, frankly, I look— I look at that, and I say, isnt that amazing? Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and its just one of those things. Ill go one step further. In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it. No discrimination against African- Americans, against Muslims, against anybody. And its a tremendously successful club. And Im so glad I did it. And I have been given great credit for what I did. And Im very, very proud of it. And thats the way I feel. That is the true way I feel.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Our next segment is called “Securing America. ” We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, whos behind it? And how do we fight it? Secretary Clinton, this answer goes to you.",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly were facing at this point two different kinds of adversaries. There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they then can use to make money. But increasingly, we are seeing cyber attacks coming from states, organs of states. The most recent and troubling of these has been Russia. Theres no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this. I know Donalds very praiseworthy of Vladimir Putin, but Putin is playing a really… [crosstalk] … tough, long game here. And one of the things hes done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee. And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information. We need to make it very clear— whether its Russia, China, Iran or anybody else— the United States has much greater capacity. And we are not going to sit idly by and permit state actors to go after our information, our private- sector information or our public- sector information. And were going to have to make it clear that we dont want to use the kinds of tools that we have. We dont want to engage in a different kind of warfare. But we will defend the citizens of this country. And the Russians need to understand that. I think theyve been treating it as almost a probing, how far would we go, how much would we do. And thats why I was so— I was so shocked when Donald publicly invited Putin to hack into Americans. That is just unacceptable. Its one of the reasons why 50 national security officials who served in Republican information— in administrations…",Pres,2016,2016-09-26,1,"What is the significance of addressing cyber security threats from state actors like Russia, China, and Iran for the next president?","Our next segment is called “Securing America. ” We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, whos behind it? And how do we fight it?",0.944298625,0.933152318,0.8408575654,0.5996648073,Democratic,"Who is behind the cyber attacks on our institutions, and how do we fight it?",3.0,3.0,0.0
Lester Holt,Your two minutes have expired.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,… have said that Donald is unfit to be the commander- in- chief. Its comments like that that really worry people who understand the threats that we face.,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,"Mr. Trump, you have two minutes and the same question. Whos behind it? And how do we fight it?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"I do want to say that I was just endorsed— and more are coming next week— it will be over 200 admirals, many of them here— admirals and generals endorsed me to lead this country. That just happened, and many more are coming. And Im very proud of it. In addition, I was just endorsed by ICE. Theyve never endorsed anybody before on immigration. I was just endorsed by ICE. I was just recently endorsed— 16, 500 Border Patrol agents. So when Secretary Clinton talks about this, I mean, Ill take the admirals and Ill take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge. ok? Because look at the mess that were in. Look at the mess that were in. As far as the cyber, I agree to parts of what Secretary Clinton said. We should be better than anybody else, and perhaps were not. I dont think anybody knows it was Russia that broke into the DNC. Shes saying Russia, Russia, Russia, but I dont— maybe it was. I mean, it could be Russia, but it could also be China. It could also be lots of other people. It also could be somebody sitting on their bed that weighs 400 pounds, ok? You dont know who broke in to DNC. But what did we learn with DNC? We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz. Look what happened to her. But Bernie Sanders was taken advantage of. Thats what we learned. Now, whether that was Russia, whether that was China, whether it was another country, we dont know, because the truth is, under President Obama weve lost control of things that we used to have control over. We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, theyre beating us at our own game. ISIS. So we have to get very, very tough on cyber and cyber warfare. It is— it is a huge problem. I have a son. Hes 10 years old. He has computers. He is so good with these computers, its unbelievable. The security aspect of cyber is very, very tough. And maybe its hardly doable. But I will say, we are not doing the job we should be doing. But thats true throughout our whole governmental society. We have so many things that we have to do better, Lester, and certainly cyber is one of them.",Pres,2016,2016-09-26,1,What are the implications of recent endorsements on national security and cybersecurity issues?,"Our next segment is called “Securing America. ” We want to start with a 21st century war happening every day in this country. Our institutions are under cyber attack, and our secrets are being stolen. So my question is, whos behind it? And how do we fight it?",0.8970766068,0.9121613503,0.78381598,0.4637305439,Republican,Who's behind the cyber attacks on our institutions and how do we fight them?,1.0,1.0,1.0
Lester Holt,Secretary Clinton?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, I think there are a number of issues that we should be addressing. I have put forth a plan to defeat ISIS. It does involve going after them online. I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere. But we also have to intensify our air strikes against ISIS and eventually support our Arab and Kurdish partners to be able to actually take out ISIS in Raqqa, end their claim of being a Caliphate. Were making progress. Our military is assisting in Iraq. And were hoping that within the year well be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria. But we have to be cognizant of the fact that theyve had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority. And I would also do everything possible to take out their leadership. I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden. And I think we need to go after Baghdadi, as well, make that one of our organizing principles. Because weve got to defeat ISIS, and weve got to do everything we can to disrupt their propaganda efforts online.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,"You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. Ill ask this to both of you. Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, first I have to say one thing, very important. Secretary Clinton is talking about taking out ISIS. “We will take out ISIS. ” Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out— what, they shouldnt have been in, but once they got in, the way they got out was a disaster. And ISIS was formed. So she talks about taking them out. Shes been doing it a long time. Shes been trying to take them out for a long time. But they wouldnt have even been formed if they left some troops behind, like 10, 000 or maybe something more than that. And then you wouldnt have had them. Or, as Ive been saying for a long time, and I think youll agree, because I said it to you once, had we taken the oil— and we should have taken the oil— ISIS would not have been able to form either, because the oil was their primary source of income. And now they have the oil all over the place, including the oil— a lot of the oil in Libya, which was another one of her disasters.",Pres,2016,2016-09-26,1,What mistakes did President Obama and Secretary Clinton make regarding Iraq that contributed to the rise of ISIS?,"You mention ISIS, and we think of ISIS certainly as over there, but there are American citizens who have been inspired to commit acts of terror on American soil, the latest incident, of course, the bombings we just saw in New York and New Jersey, the knife attack at a mall in Minnesota, in the last year, deadly attacks in San Bernardino and Orlando. Ill ask this to both of you. Tell us specifically how you would prevent homegrown attacks by American citizens, Mr. Trump?",0.8623297215,0.8995608687,0.7366600037,0.1643616259,Republican,How would you prevent homegrown attacks by American citizens?,3.0,1.0,1.0
Lester Holt,Secretary Clinton?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, I hope the fact- checkers are turning up the volume and really working hard. Donald supported the invasion of Iraq.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Wrong.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,That is absolutely proved over and over again.,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Wrong. Wrong.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time. But the larger point— and he says this constantly— is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama. And the only way that American troops could have stayed in Iraq is to get an agreement from the then- Iraqi government that would have protected our troops, and the Iraqi government would not give that. But lets talk about the question you asked, Lester. The question you asked is, what do we do here in the United States? Thats the most important part of this. How do we prevent attacks? How do we protect our people? And I think weve got to have an intelligence surge, where we are looking for every scrap of information. I was so proud of law enforcement in New York, in Minnesota, in New Jersey. You know, they responded so quickly, so professionally to the attacks that occurred by Rahami. And they brought him down. And we may find out more information because he is still alive, which may prove to be an intelligence benefit. So weve got to do everything we can to vacuum up intelligence from Europe, from the Middle East. That means weve got to work more closely with our allies, and thats something that Donald has been very dismissive of. Were working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism. Were working with our friends in the Middle East, many of which, as you know, are Muslim majority nations. Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community. Theyre on the front lines. They can provide information to us that we might not get anywhere else. They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donalds rhetoric, unfortunately, has led to.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,Mr. Trump…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, I have to respond.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Please respond.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"The secretary said very strongly about working with— weve been working with them for many years, and we have the greatest mess anyones ever seen. You look at the Middle East, its a total mess. Under your direction, to a large extent. But you look at the Middle East, you started the Iran deal, thats another beauty where you have a country that was ready to fall, I mean, they were doing so badly. They were choking on the sanctions. And now theyre going to be actually probably a major power at some point pretty soon, the way theyre going. But when you look at NATO, I was asked on a major show, what do you think of NATO? And you have to understand, Im a businessperson. I did really well. But I have common sense. And I said, well, Ill tell you. I havent given lots of thought to NATO. But two things. Number one, the 28 countries of NATO, many of them arent paying their fair share. Number two— and that bothers me, because we should be asking— were defending them, and they should at least be paying us what theyre supposed to be paying by treaty and contract. And, number two, I said, and very strongly, NATO could be obsolete, because— and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest— but I said, they do not focus on terror. And I was very strong. And I said it numerous times. And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division. And I think thats great. And I think we should get— because we pay approximately 73 percent of the cost of NATO. Its a lot of money to protect other people. But Im all for NATO. But I said they have to focus on terror, also. And theyre going to do that. And that was— believe me— Im sure Im not going to get credit for it— but that was largely because of what I was saying and my criticism of NATO. I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton. And believe me, you were the ones that took out the troops. Not only that, you named the day. They couldnt believe it. They sat back probably and said, I cant believe it. They said…",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"Lester, weve covered…",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"No, wait a minute.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,Weve covered this ground.,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"When they formed, when they formed, this is something that never should have happened. It should have never happened. Now, youre talking about taking out ISIS. But you were there, and you were secretary of state when it was a little infant. Now its in over 30 countries. And youre going to stop them? I dont think so.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Mr. Trump, a lot of these are judgment questions. You had supported the war in Iraq before the invasion. What makes your…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,I did not support the war in Iraq.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,In 2002…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"That is a mainstream media nonsense put out by her, because she— frankly, I think the best person in her campaign is mainstream media.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"My question is, since you supported it…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,Just— would you like to hear…,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,… why is your— why is your judgment…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,Wait a minute. I was against the war in Iraq. Just so you put it out.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"The record shows otherwise, but why— why was…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,The record does not show that.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Why was— is your judgment any…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"The record shows that Im right. When I did an interview with Howard Stern, very lightly, first time anyones asked me that, I said, very lightly, I dont know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said— and he called me the other day— and I spoke to him about it— he said you were totally against the war, because he was for the war.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Why is your judgment better than…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"And when he— excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people— hes willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war. And I understand that side, also, not very much, because we should have never been there. But nobody called Sean Hannity. And then they did an article in a major magazine, shortly after the war started. I think in 04. But they did an article which had me totally against the war in Iraq. And one of your compatriots said, you know, whether it was before or right after, Trump was definitely— because if you read this article, theres no doubt. But if somebody— and Ill ask the press— if somebody would call up Sean Hannity, this was before the war started. He and I used to have arguments about the war. I said, its a terrible and a stupid thing. Its going to destabilize the Middle East. And thats exactly what its done. Its been a disaster.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"My reference was to what you had said in 2002, and my question was…",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"No, no. You didnt hear what I said.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Why is your judgment— why is your judgment any different than Mrs. Clintons judgment?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, I have much better judgment than she does. Theres no question about that. I also have a much better temperament than she has, you know? [laughter] I have a much better— she spent— let me tell you— she spent hundreds of millions of dollars on an advertising— you know, they get Madison Avenue into a room, they put names— oh, temperament, lets go after— I think my strongest asset, maybe by far, is my temperament. I have a winning temperament. I know how to win. She does not have a…",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Secretary Clinton?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Wait. The AFL- CIO the other day, behind the blue screen, I dont know who you were talking to, Secretary Clinton, but you were totally out of control. I said, theres a person with a temperament thats got a problem.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Secretary Clinton?,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Whew, ok. [laughter] Lets talk about two important issues that were briefly mentioned by Donald, first, NATO. You know, NATO as a military alliance has something called Article 5, and basically it says this; An attack on one is an attack on all. And you know the only time its ever been invoked? After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side. With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb. They had mastered the nuclear fuel cycle under the Bush administration. They had built covert facilities. They had stocked them with centrifuges that were whirling away. And we had sanctioned them. I voted for every sanction against Iran when I was in the Senate, but it wasnt enough. So I spent a year- and- a- half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran. And we did drive them to the negotiating table. And my successor, John Kerry, and President Obama got a deal that put a lid on Irans nuclear program without firing a single shot. Thats diplomacy. Thats coalition- building. Thats working with other nations. The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship. He said, you know, if they taunted our sailors, Id blow them out of the water and start another war. Thats not good judgment.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,That would not start a war.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"That is not the right temperament to be commander- in- chief, to be taunted. And the worst part…",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"No, they were taunting us.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"… of what we heard Donald say has been about nuclear weapons. He has said repeatedly that he didnt care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia. It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons. He even said, well, you know, if there were nuclear war in East Asia, well, you know, thats fine…",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Wrong.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"… have a good time, folks.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,Its lies.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling. That is the number- one threat we face in the world. And it becomes particularly threatening if terrorists ever get their hands on any nuclear material. So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned.",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"That lines getting a little bit old, I must say. I would like to…",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Hillary Clinton,"Its a good one, though. It well describes the problem. [laughter]",Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Donald Trump,"Its not an accurate one at all. Its not an accurate one. So I just want to give a lot of things— and just to respond. I agree with her on one thing. The single greatest problem the world has is nuclear armament, nuclear weapons, not global warming, like you think and your— your president thinks. Nuclear is the single greatest threat. Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries. They do not pay us. But they should be paying us, because we are providing tremendous service and were losing a fortune. Thats why were losing— were losing— we lose on everything. I say, who makes these— we lose on everything. All I said, that its very possible that if they dont pay a fair share, because this isnt 40 years ago where we could do what were doing. We cant defend Japan, a behemoth, selling us cars by the million…",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,We need to move on.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, wait, but its very important. All I said was, they may have to defend themselves or they have to help us out. Were a country that owes $20 trillion. They have to help us out.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Our last…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"As far as the nuclear is concerned, I agree. It is the single greatest threat that this country has.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Which leads to my next question, as we enter our last segment here on the, still on the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nations longstanding policy on first use. Do you support the current policy? Mr. Trump, you have two minutes on that.",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, shes very cavalier in the way she talks about various countries. But Russia has been expanding their— they have a much newer capability than we do. We have not been updating from the new standpoint. I looked the other night. I was seeing B- 52s, theyre old enough that your father, your grandfather could be flying them. We are not— we are not keeping up with other countries. I would like everybody to end it, just get rid of it. But I would certainly not do first strike. I think that once the nuclear alternative happens, its over. At the same time, we have to be prepared. I cant take anything off the table. Because you look at some of these countries, you look at North Korea, were doing nothing there. China should solve that problem for us. China should go into North Korea. China is totally powerful as it relates to North Korea. And by the way, another one powerful is the worst deal I think Ive ever seen negotiated that you started is the Iran deal. Iran is one of their biggest trading partners. Iran has power over North Korea. And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea. And they should have done something with respect to Yemen and all these other places. And when asked to Secretary Kerry, why didnt you do that? Why didnt you add other things into the deal? One of the great giveaways of all time, of all time, including $400 million in cash. Nobodys ever seen that before. That turned out to be wrong. It was actually $1. 7 billion in cash, obviously, I guess for the hostages. It certainly looks that way. So you say to yourself, why didnt they make the right deal? This is one of the worst deals ever made by any country in history. The deal with Iran will lead to nuclear problems. All they have to do is sit back 10 years, and they dont have to do much.",Pres,2016,2016-09-26,1,"What are the implications of the current nuclear agreements and military readiness on U.S. relations with Russia, North Korea, and Iran?","Which leads to my next question, as we enter our last segment here on the, still on the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nations longstanding policy on first use. Do you support the current policy?",0.8993873596,0.9067940116,0.8139212132,0.4836630225,Republican,Do you support the current policy on first use of nuclear weapons?,3.0,2.0,1.0
Lester Holt,Your two minutes is expired.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"And theyre going to end up getting nuclear. I met with Bibi Netanyahu the other day. Believe me, hes not a happy camper.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"All right. Mrs. Clinton, Secretary Clinton, you have two minutes.",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,"Well, let me— let me start by saying, words matter. Words matter when you run for president. And they really matter when you are president. And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them. It is essential that Americas word be good. And so I know that this campaign has caused some questioning and some worries on the part of many leaders across the globe. Ive talked with a number of them. But I want to— on behalf of myself, and I think on behalf of a majority of the American people, say that, you know, our word is good. Its also important that we look at the entire global situation. Theres no doubt that we have other problems with Iran. But personally, Id rather deal with the other problems having put that lid on their nuclear program than still to be facing that. And Donald never tells you what he would do. Would he have started a war? Would he have bombed Iran? If hes going to criticize a deal that has been very successful in giving us access to Iranian facilities that we never had before, then he should tell us what his alternative would be. But its like his plan to defeat ISIS. He says its a secret plan, but the only secret is that he has no plan. So we need to be more precise in how we talk about these issues. People around the word follow our presidential campaigns so closely, trying to get hints about what we will do. Can they rely on us? Are we going to lead the world with strength and in accordance with our values? Thats what I intend to do. I intend to be a leader of our country that people can count on, both here at home and around the world, to make decisions that will further peace and prosperity, but also stand up to bullies, whether theyre abroad or at home. We cannot let those who would try to destabilize the world to interfere with American interests and security…",Pres,2016,2016-09-26,1,What commitments will the United States uphold regarding its international alliances and how will it address global security threats?,"Which leads to my next question, as we enter our last segment here on the, still on the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nations longstanding policy on first use. Do you support the current policy?",0.8741596937,0.9017605782,0.7710422277,0.3448290229,Democratic,Do you support the current policy on nuclear weapons?,2.0,2.0,0.0
Lester Holt,Your two minutes is…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Hillary Clinton,… to be given any opportunities at all.,Pres,2016,2016-09-26,1,,,,,,,Democratic,,,,0.0
Lester Holt,… is expired.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"Lester, one thing Id like to say.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Very quickly. Twenty seconds.,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"I will go very quickly. But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place. Right now, its getting tougher and tougher to defeat them, because theyre in more and more places, more and more states, more and more nations.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,Mr. Trump…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"And its a big problem. And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars. We cannot be the policemen of the world. We cannot protect countries all over the world…",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,We have just…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,… where theyre not paying us what we need.,Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,We have just a few final questions…,Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"And she doesnt say that, because shes got no business ability. We need heart. We need a lot of things. But you have to have some basic ability. And sadly, she doesnt have that. All of the things that shes talking about could have been taken care of during the last 10 years, lets say, while she had great power. But they werent taken care of. And if she ever wins this race, they wont be taken care of.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"Mr. Trump, this year Secretary Clinton became the first woman nominated for president by a major party. Earlier this month, you said she doesnt have, quote, “a presidential look. ” Shes standing here right now. What did you mean by that?",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
Donald Trump,"She doesnt have the look. She doesnt have the stamina. I said she doesnt have the stamina. And I dont believe she does have the stamina. To be president of this country, you need tremendous stamina.",Pres,2016,2016-09-26,1,,,,,,,Republican,,,,1.0
Lester Holt,"The quote was, “I just dont think she has the presidential look. ”",Pres,2016,2016-09-26,0,,,,,,,Moderator,,,,
