speaker,text,type,election_year,date,candidate,qud
Mitt Romney,"In my opinion, the government is not effective in — in bringing down the cost of almost anything. As a matter of fact, free people and free enterprises trying to find ways to do things better are able to be more effective in bringing down the cost than the government will ever be. Your example of the Cleveland Clinic is my case in point, along with several others I could describe. This is the private market. These are small — these are enterprises competing with each other, learning how to do better and better jobs. I used to consult to businesses — excuse me, to hospitals and to health care providers. I was astonished at the creativity and innovation that exists in the American people. In order to bring the cost of health care down, we dont need to have a board of 15 people telling us what kinds of treatments we should have. We instead need to put insurance plans, providers, hospitals, doctors on target such that they have an incentive, as you say, performance pay, for doing an excellent job, for keeping costs down, and thats happening. Innermountain Healthcare does it superbly well, Mayo Clinic is doing it superbly well, Cleveland Clinic, others.",Pres,2012.0,2012-10-03,1.0,How can the private market and competition among health care providers effectively reduce health care costs?
Mitt Romney,"But the right answer is not to have the federal government take over health care and start mandating to the providers across America, telling a patient and a doctor what kind of treatment they can have. Thats the wrong way to go. The private market and individual responsibility always work best.",Pres,2012.0,2012-10-03,1.0,What approach should be taken to healthcare to ensure better outcomes for patients and providers?
Barack Obama,"Let me just point out first of all this board that were talking about cant make decisions about what treatments are given. Thats explicitly prohibited in the law. But lets go back to what Governor Romney indicated, that under his plan, he would be able to cover people with preexisting conditions. Well, actually Governor, that isnt what your plan does. What your plan does is to duplicate whats already the law, which says if you are out of health insurance for three months, then you can end up getting continuous coverage and an insurance company cant deny you if youve — if its been under 90 days. But thats already the law and that doesnt help the millions of people out there with preexisting conditions. Theres a reason why Governor Romney set up the plan that he did in Massachusetts. It wasnt a government takeover of health care. It was the largest expansion of private insurance. But what it does say is that “insurers, youve got to take everybody. ” Now, that also means that youve got more customers. But when — when Governor Romney says that hell replace it with something, but cant detail how it will be in fact replaced and the reason he set up the system he did in Massachusetts was because there isnt a better way of dealing with the preexisting conditions problem.",Pres,2012.0,2012-10-03,1.0,What are the limitations of Governor Romney's plan regarding coverage for individuals with preexisting conditions?
Barack Obama,"It just reminds me of, you know, he says that hes going to close deductions and loopholes for his tax plan. Thats how its going to be paid for, but we dont know the details. He says that hes going to replace Dodd- Frank, Wall Street reform, but we dont know exactly which ones. He wont tell us. He now says hes going to replace Obamacare and ensure that all the good things that are in it are going to be in there and you dont have to worry. And at some point, I think the American people have to ask themselves, is the reason that Governor Romney is keeping all these plans to replace secret because theyre too good? Is it — is it because that somehow middle- class families are going to benefit too much from them? No. The reason is, is because, when we reform Wall Street, when we tackle the problem of pre- existing conditions, then, you know, these are tough problems and weve got to make choices. And the choices weve made have been ones that ultimately are benefiting middle- class families all across the country.",Pres,2012.0,2012-10-03,1.0,What concerns arise from the lack of details in Governor Romney's proposed plans?
Jim Lehrer,Were going to move to…,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,No. I — I have to respond to that.,Pres,2012.0,2012-10-03,1.0,What is your response to the previous statement or question?
Jim Lehrer,"No, but…",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Which is — which is my experience as a governor is if I come in and — and lay down a piece of legislation and say, “Its my way or the highway, ” I dont get a lot done. What I do is the same way that Tip ONeill and Ronald Reagan worked together some years ago. When Ronald Reagan ran for office, he laid out the principles that he was going to foster. He said he was going to lower tax rates. He said he was going to broaden the base. Youve said the same thing, youre going to simplify the tax code, broaden the base. Those are my principles. I want to bring down the tax burden on middle- income families. And Im going to work together with Congress to say, ok, what — what are the various ways we could bring down deductions, for instance? One way, for instance, would be to have a single number. Make up a number, $25, 000, $50, 000. Anybody can have deductions up to that amount. And then that number disappears for high- income people. Thats one way one could do it. One could follow Bowles- Simpson as a model and take deduction by deduction and make differences that way. There are alternatives to accomplish the objective I have, which is to bring down rates, broaden the base, simplify the code, and create incentives for growth. And with regards to health care, you had remarkable details with regards to my pre- existing condition plan. You obviously studied up on — on my plan. In fact, I do have a plan that deals with people with pre- existing conditions. Thats part of my health care plan. And what we did in Massachusetts is a model for the nation state by state. And I said that at that time. The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.",Pres,2012.0,2012-10-03,1.0,What approach should be taken to effectively collaborate with Congress to simplify the tax code and improve healthcare access?
Jim Lehrer,"That is a terrific segue to our next segment, and is the role of government. And — and lets see. Role of government. And it is — you are first on this, Mr. President. And the question is this. Do you believe, both of you — but you had the first two minutes on this, Mr. President — do you believe theres a fundamental difference between the two of you as to how you view the mission of the federal government?",Pres,2012.0,2012-10-03,0.0,
Barack Obama,"Well, I definitely think there are differences.",Pres,2012.0,2012-10-03,1.0,What are the differences being discussed?
Jim Lehrer,And do you — yeah.,Pres,2012.0,2012-10-03,0.0,
Barack Obama,"The first role of the federal government is to keep the American people safe. Thats its most basic function. And as commander- in- chief, that is something that Ive worked on and thought about every single day that Ive been in the Oval Office. But I also believe that government has the capacity, the federal government has the capacity to help open up opportunity and create ladders of opportunity and to create frameworks where the American people can succeed. Look, the genius of America is the free enterprise system and freedom and the fact that people can go out there and start a business, work on an idea, make their own decisions.",Pres,2012.0,2012-10-03,1.0,What is the primary role of the federal government according to the speaker?
Barack Obama,"But as Abraham Lincoln understood, there are also some things we do better together. So, in the middle of the Civil War, Abraham Lincoln said, lets help to finance the Transcontinental Railroad, lets start the National Academy of Sciences, lets start land grant colleges, because we want to give these gateways of opportunity for all Americans, because if all Americans are getting opportunity, were all going to be better off. That doesnt restrict peoples freedom. That enhances it. And so what Ive tried to do as president is to apply those same principles. And when it comes to education what Ive said is weve got to reform schools that are not working. We use something called Race to the Top. Wasnt a top- down approach, Governor. What weve said is to states, well give you more money if you initiate reforms. And as a consequence, you had 46 states around the country who have made a real difference. But what Ive also said is lets hire another 100, 000 math and science teachers to make sure we maintain our technological lead and our people are skilled and able to succeed. And hard- pressed states right now cant all do that. In fact weve seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesnt think we need more teachers. I do, because I think that that is the kind of investment where the federal government can help. It cant do it all, but it can make a difference. And as a consequence well have a better trained workforce and that will create jobs because companies want to locate in places where weve got a skilled workforce.",Pres,2012.0,2012-10-03,1.0,What is the rationale behind government investment in education and teacher hiring to enhance opportunities for all Americans?
Jim Lehrer,"Two minutes, Governor, on the role of government. Your view?",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Well, first, I love great schools. Massachusetts, our schools are ranked number one of all 50 states. And the key to great schools, great teachers. So I reject the idea that I dont believe in great teachers or more teachers. Every school district, every state should make that decision on their own. The role of government; Look behind us. The Constitution and the Declaration of Independence. The role of government is to promote and protect the principles of those documents.",Pres,2012.0,2012-10-03,1.0,What is the role of government in relation to education and the promotion of great teachers?
Mitt Romney,"First, life and liberty. We have a responsibility to protect the lives and liberties of our people, and that means a military second to none. I do not believe in cutting our military. I believe in maintaining the strength of Americas military. Second, in that line that says we are endowed by our creator with our rights, I believe we must maintain our commitment to religious tolerance and freedom in this country. That statement also says that we are endowed by our creator with the right to pursue happiness as we choose. I interpret that as, one, making sure that those people who are less fortunate and cant care for themselves are cared by — by one another. Were a nation that believes that were all children of the same god and we care for those that have difficulties, those that are elderly and have problems and challenges, those that are disabled. We care for them. And we — we look for discovery and innovation, all these things desired out of the American heart to provide the pursuit of happiness for our citizens. But we also believe in maintaining for individuals the right to pursue their dreams and not to have the government substitute itself for the rights of free individuals. And what were seeing right now is, in my view, a — a trickle- down government approach, which has government thinking it can do a better job than free people pursuing their dreams. And its not working. And the proof of that is 23 million people out of work. The proof of that is 1 out of 6 people in poverty. The proof of that is weve gone from 32 million on food stamps to 47 million on food stamps. The proof of that is that 50 percent of college graduates this year cant find work.",Pres,2012.0,2012-10-03,1.0,What principles should guide the United States in ensuring the protection of its citizens' rights and well-being?
Jim Lehrer,All right.,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,We know that the path were taking is not working. Its time for a new path.,Pres,2012.0,2012-10-03,1.0,What is the need for a change in the current approach?
Jim Lehrer,All right. Lets go through some specifics in terms of what — how each of you views the role of government. How do — education. Does the federal government have a responsibility to improve the quality of public education in America?,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Well, the primary responsibility for education is — is, of course, at the state and local level. But the federal government also can play a very important role. And I — and I agree with Secretary Arne Duncan, hes — some ideas hes put forward on Race to the Top, not all of them, but some of them I agree with and — and congratulate him for pursuing that. The federal government can get local and — and state schools to do a better job. My own view, by the way, is Ive added to that. I happen to believe, I want the kids that are getting federal dollars from IDEA or Title I — these are disabled kids or — or — or poor kids or — or lower- income kids, rather, I want them to be able to go to the school of their choice. So all federal funds, instead of going to the — to the state or to the school district, Id have go, if you will, follow the child and let the parent and the child decide where to send their — their — their student.",Pres,2012.0,2012-10-03,1.0,What role should the federal government play in improving education at the state and local levels?
Jim Lehrer,"How do you see the federal governments responsibility to, as I say, to improve the quality of public education in this country?",Pres,2012.0,2012-10-03,0.0,
Barack Obama,"Well, as Ive indicated, I think that it has a significant role to play. Through our Race to the Top program, weve worked with Republican and Democratic governors to initiate major reforms, and theyre having an impact right now.",Pres,2012.0,2012-10-03,1.0,What role does the Race to the Top program play in educational reform?
Jim Lehrer,Do you think you have a difference with your views and — and those of Governor Romney on — about education and the federal government?,Pres,2012.0,2012-10-03,0.0,
Barack Obama,"You know, this is where budgets matter, because budgets reflect choices. So when Governor Romney indicates that he wants to cut taxes and potentially benefit folks like me and him, and to pay for it were having to initiate significant cuts in federal support for education, that makes a difference. You know, his — his running mate, Congressman Ryan, put forward a budget that reflects many of the principles that Governor Romneys talked about. And it wasnt very detailed. This seems to be a trend. But — but what it did do is to — if you extrapolated how much money were talking about, youd look at cutting the education budget by up to 20 percent.",Pres,2012.0,2012-10-03,1.0,What impact would the proposed tax cuts have on federal support for education?
Barack Obama,"When it comes to community colleges, we are seeing great work done out there all over the country because we have the opportunity to train people for jobs that exist right now. And one of the things I suspect Governor Romney and I probably agree on is getting businesses to work with community colleges so that theyre setting up their training programs…",Pres,2012.0,2012-10-03,1.0,How can community colleges collaborate with businesses to effectively train individuals for existing job opportunities?
Jim Lehrer,"Do you — do you agree, Governor?",Pres,2012.0,2012-10-03,0.0,
Barack Obama,Let me just finish the point. (CROSSTALK),Pres,2012.0,2012-10-03,1.0,What point is the speaker trying to clarify or emphasize?
Barack Obama,"The — where theyre partnering so that theyre designing training programs. And people who are going through them know that theres a job waiting for them if they complete it. That makes a big difference, but that requires some federal support. Let me just say one final example. When it comes to making college affordable, whether its two- year or four- year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed. So there was no risk for the banks or the lenders, but they were taking billions out of the system. And we said, “Why not cut out the middleman? ” And as a consequence, what weve been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans. And this is an example of where our priorities make a difference. Governor Romney, I genuinely believe cares about education, but when he tells a student that, you know, “you should borrow money from your parents to go to college, ” you know, that indicates the degree to which, you know, there may not be as much of a focus on the fact that folks like myself, folks like Michelle, kids probably who attend University of Denver, just dont have that option. And for us to be able to make sure that theyve got that opportunity and they can walk through that door, that is vitally important not just to those kids. Its how were going to grow this economy over the long term.",Pres,2012.0,2012-10-03,1.0,What strategies can be implemented to make college more affordable and accessible for students?
Jim Lehrer,"Were running out of time, gentlemen. (CROSSTALK)",Pres,2012.0,2012-10-03,0.0,
Jim Lehrer,Governor?,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Mr. President, Mr. President, youre entitled as the president to your own airplane and to your own house, but not to your own facts. All right, Im not going to cut education funding. I dont have any plan to cut education funding and — and grants that go to people going to college. Im planning on (inaudible) to grow. So Im not planning on making changes there. But you make a very good point, which is that the place you put your money just makes a pretty clear indication of where your heart is. You put $90 billion into — into green jobs. And I — look, Im all in favor of green energy. $90 billion, that would have — that would have hired 2 million teachers. $90 billion. And these businesses, many of them have gone out of business, I think about half of them, of the ones have been invested in have gone out of business. A number of them happened to be owned by people who were contributors to your campaigns. Look, the right course for Americas government, we were talking about the role of government, is not to become the economic player, picking winners and losers, telling people what kind of health treatment they can receive, taking over the health care system that has existed in this country for a long, long time and has produced the best health records in the world. The right answer for government is say, How do we make the private sector become more efficient and more effective? How do we get schools to be more competitive? Lets grade them. I propose we grade our schools so parents know which schools are succeeding and failing, so they can take their child to a — to a school that hes being more successful. I dont want to cut our commitment to education. I wanted to make it more effective and efficient. And by the way, Ive had that experience. I dont just talk about it. Ive been there. Massachusetts schools are ranked number one in the nation. This is not because I didnt have commitment to education. Its because I care about education for all of our kids.",Pres,2012.0,2012-10-03,1.0,What is the speaker's stance on education funding and how does it relate to the government's role in the economy?
Jim Lehrer,"All right, gentlemen… (CROSSTALK)",Pres,2012.0,2012-10-03,0.0,
Jim Lehrer,"Excuse me (inaudible) . Excuse me, sir. Weve got — weve got — barely have three minutes left. Im not going to grade the two of you and say your answers have been too long or Ive done a poor job.",Pres,2012.0,2012-10-03,0.0,
Barack Obama,Youve done a great job.,Pres,2012.0,2012-10-03,1.0,What feedback do you have about the work that has been done?
Jim Lehrer,"Oh, well, no. But the fact is government — the role of government and governing, weve lost a pod in other words. So we only have three — three minutes left in the — in the debate before we go to your closing statements. And so I want to ask finally here, and remember, weve got three minutes total time here — and the question is this. Many of the legislative functions of the federal government right now are in a state of paralysis as a result of partisan gridlock. If elected, in your case, if re- elected, in your case, what would you do about that? Governor?",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Jim, I had the great experience — it didnt seem like it at the time — of being elected in a state where my legislature was 87 percent Democrat. And that meant I figured out from day one I had to get along and I had to work across the aisle to get anything done. We drove our schools to be number one in the nation. We cut taxes 19 times.",Pres,2012.0,2012-10-03,1.0,What strategies did the speaker use to achieve success in a predominantly Democrat state legislature?
Jim Lehrer,But what would you do as president?,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"We — as president, I will sit on day one — actually, the day after I get elected — Ill sit down with leaders — the Democratic leaders, as well as Republican leaders, and continue — as we did in my state — we met every Monday for a couple hours, talked about the issues and the challenges in the — in the — in our state in that case. We have to work on a collaborative basis, not because were going to compromise our principle, but because theres common ground. And the challenges America faces right now — look, the reason Im in this race is there are people that are really hurting today in this country. And we face — this deficit could crush the future generations. Whats happening in the Middle East, there are developments around the world that are of real concern.",Pres,2012.0,2012-10-03,1.0,What approach will the speaker take to address the challenges facing America after being elected president?
Jim Lehrer,All right.,Pres,2012.0,2012-10-03,0.0,
Mitt Romney,And Republicans and Democrats both love America. But we need to have leadership — leadership in Washington that will actually bring people together and get the job done and could not care less if — if its a Republican or a Democrat. Ive done it before. Ill do it again.,Pres,2012.0,2012-10-03,1.0,What is the significance of leadership in Washington for achieving collaboration between Republicans and Democrats?
Jim Lehrer,Mr. President?,Pres,2012.0,2012-10-03,0.0,
Barack Obama,"Well, first of all, I think Governor Romneys going to have a busy first day, because hes also going to repeal Obamacare, which will not be very popular among Democrats as youre sitting down with them. (LAUGHTER) But, look, my philosophy has been, I will take ideas from anybody, Democrat or Republican, as long as theyre advancing the cause of making middle- class families stronger and giving ladders of opportunity to the middle class. Thats how we cut taxes for middle- class families and small businesses. Thats how we cut a trillion dollars of spending that wasnt advancing that cause. Thats how we signed three trade deals into law that are helping us to double our exports and sell more American products around the world. Thats how we repealed “dont ask/dont tell. ” Thats how we ended the war in Iraq, as I promised, and thats how were going to wind down the war in Afghanistan. Thats how we went after Al Qaida and bin Laden. So weve — weve seen progress even under Republican control of the House of Representatives. But, ultimately, part of being principled, part of being a leader is, A, being able to describe exactly what it is that you intend to do, not just saying, “Ill sit down, ” but you have to have a plan. Number two, whats important is occasionally youve got to say no, to — to — to folks both in your own party and in the other party. And, you know, yes, have we had some fights between me and the Republicans when — when they fought back against us reining in the excesses of Wall Street? Absolutely, because that was a fight that needed to be had. When — when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.",Pres,2012.0,2012-10-03,1.0,What is the speaker's philosophy regarding collaboration with both political parties to strengthen middle-class families?
Jim Lehrer,All right,Pres,2012.0,2012-10-03,0.0,
Barack Obama,"And so part of leadership and governing is both saying what it is that you are for, but also being willing to say no to some things. And Ive got to tell you, Governor Romney, when it comes to his own party during the course of this campaign, has not displayed that willingness to say no to some of the more extreme parts of his party.",Pres,2012.0,2012-10-03,1.0,What qualities of leadership are necessary for effective governance?
Jim Lehrer,"That brings us to closing statements. It was a coin toss. Governor Romney, you won the toss and you elected to go last, so you have a closing two minutes, Mr. President.",Pres,2012.0,2012-10-03,0.0,
Barack Obama,"Well, Jim, I want to thank you, and I want to thank Governor Romney, because I think was a terrific debate, and I very much appreciate it. And I want to thank the University of Denver. You know, four years ago, we were going through a major crisis. And yet my faith and confidence in the American future is undiminished. And the reason is because of its people, because of the woman I met in North Carolina who decided at 55 to go back to school because she wanted to inspire her daughter and now has a job from that new training that shes gotten; because a company in Minnesota who was willing to give up salaries and perks for their executives to make sure that they didnt lay off workers during a recession. The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that theyre helping to build America. And so the question now is how do we build on those strengths. And everything that Ive tried to do, and everything that Im now proposing for the next four years in terms of improving our education system or developing American energy or making sure that were closing loopholes for companies that are shipping jobs overseas and focusing on small businesses and companies that are creating jobs here in the United States, or closing our deficit in a responsible, balanced way that allows us to invest in our future. All those things are designed to make sure that the American people, their genius, their grit, their determination, is — is channeled and — and they have an opportunity to succeed. And everybodys getting a fair shot. And everybodys getting a fair share — everybodys doing a fair share, and everybodys playing by the same rules. You know, four years ago, I said that Im not a perfect man and I wouldnt be a perfect president. And thats probably a promise that Governor Romney thinks Ive kept. But I also promised that Id fight every single day on behalf of the American people, the middle class, and all those who were striving to get into the middle class. Ive kept that promise and if youll vote for me, then I promise Ill fight just as hard in a second term.",Pres,2012.0,2012-10-03,1.0,What are the key goals and proposals for improving the future of America in the next four years?
Jim Lehrer,"Governor Romney, your two- minute closing.",Pres,2012.0,2012-10-03,0.0,
Mitt Romney,"Thank you, Jim, and Mr. President. And thank you for tuning in this evening. This is a — this is an important election and Im concerned about America. Im concerned about the direction America has been taking over the last four years. I — I know this is bigger than an election about the two of us as individuals. Its bigger than our respective parties. Its an election about the course of America. What kind of America do you want to have for yourself and for your children. And there really are two very different paths that we began speaking about this evening, and over the course of this month were going to have two more presidential debates and a vice presidential debate. Were talk about those two paths. But they lead in very different directions. And its not just looking to our words that you have to take in evidence of where they go. You can look at the record. Theres no question in my mind that if the president were to be reelected youll continue to see a middle- class squeeze with incomes going down and prices going up. Ill get incomes up again. Youll see chronic unemployment. Weve had 43 straight months with unemployment above 8 percent. If Im president I will create — help create 12 million new jobs in this country with rising incomes. If the presidents reelected, Obamacare will be fully installed. In my view thats going to mean a whole different way of life for people who counted on the insurance plan they had in the past. Many will lose it. Youre going to see health premiums go up by some $2, 500 per family. If Im elected we wont have Obama. Well put in place the kind of principles that I put in place in my own state and allow each state to craft their own programs to get people insured and well focus on getting the cost of health care down. If the president were to be reelected youre going to see a $716 billion cut to Medicare. Youll have 4 million people who will lose Medicare Advantage. Youll have hospital and providers thatll no longer accept Medicare patients. Ill restore that $716 billion to Medicare. And finally, military. The presidents reelected youll see dramatic cuts to our military. The secretary of defense has said these would be even devastating. I will not cut our commitment to our military. I will keep America strong and get Americas middle class working again. Thank you, Jim.",Pres,2012.0,2012-10-03,1.0,What are the key differences in policies proposed by the candidates that will impact America's future direction and quality of life?
Jim Lehrer,"Thank you, Governor. Thank you, Mr. President. The next debate will be the vice presidential event on Thursday, October 11th at Centre College in Danville, Kentucky. For now, from the University of Denver, Im Jim Lehrer. Thank you, and good night. Â ",Pres,2012.0,2012-10-03,0.0,
