speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit,winner
Michael Dukakis,"No, theres been no change of heart. I said from the beginning that we ought to continue research into the strategic system at about the level that was added in 1983, thats about a billion dollars a year. But I dont know of any reputable scientist who believed that this system, at least as originally conceived could possibly work, this notion of some kind of astrodome over ourselves that could protect us from enemy attack. It makes real sense. And as a matter of fact, the system that the administration is now talking about is very different from the one that was originally proposed in 1983. So, Im for continued research, but I also want strong conventional forces. Now, the other day, Mr. Bush said, â‰¥Well, if we continue with Star War- Star Wars- we have to cut some place. â‰¤ He hasnt told us where. We know where theyre cutting. We know where youre cutting right now. Youre cutting into the fiber and muscle of our conventional forces. Youre cutting back on maintenance and equipment. An Air Force General not too long ago in Europe who said that pretty soon wed have airplanes without engines, tank commanders who cant drive their tanks more than three- quarters of a mile, because they dont have enough fuel. Coast Guard cutters tied up at the dock this summer, not patrolling. Theyre supposed to be our first line of defense against drugs and the war against drugs, because they dont have enough fuel. You have to make choices. Were not making those choices. And to spend billions and billions of dollars as Mr. Bush apparently wants to, although, he, himself has been all over the lot on this issue lately- on Star Wars- in my judgment makes no sense at all. We need a strong, credible, effective nuclear deterrent. We have 13, 000 strategic nuclear warheads right now on land, on sea and in the air, enough to blow up the Soviet Union forty times over. They have about 12, 000. So, weve got to move forward with those negotiations, get the level of strategic weapons down. But to continue to commit billions to this system makes no sense at all and I think Mr. Bush has been reconsidering his position over the course of the past few weeks. Thats- at least thats what I read. Maybe hell tell us where he stand on it tonight.",Pres,1988,1988-09-25,1,What is the speaker's stance on the continued funding and development of the strategic defense system compared to maintaining strong conventional forces?,"Yes. Governor Dukakis, speaking of seeming changes of position, you have gone from calling the Strategic Defense Initiative, or Star Wars, a fantasy and a fraud, to saying recently that you would continue SDI research and might even deploy the system if Congress supported such a move. Why the change of heart?",0.8997653723,0.9165759087,0.7941041589,0.6290581226,Democratic,Why have you changed your position on the Strategic Defense Initiative?,3.0,3.0,0.0
Jim Lehrer,Mr. Vice President.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"Im not reconsidering my position. Two questions; How do you deter nuclear attack without modernizing our nuclear forces when the Soviets are modernizing and how come you spend- willing to spend a dime on something that you consider a fantasy and a fraud. Those are two hypo- rhetorical questions. He is the man on conventional forces that wants to eliminate two carrier battle groups. The armed forces, the conventional forces of the United States have never been more ready. Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high. And secondly, in terms of the cutting of the Coast Guard, the Democratic controlled Congress, so please help us with that, who cut $70 million from the Coast Guard out of the interdiction effort on narcotics. (Applause)",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
George H. W. Bush,"Hes got to get this thing more clear. Why do you spend a billion dollars on something you think is a fantasy and a fraud? I will fully research it, go forward as fast as we can. Weve set up the levels of funding and when it is deployable, I will deploy it. That is my position on SDI and its never wavered a bit.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"Peter Jennings, a question for Governor Dukakis.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Peter Jennings,"Well, Governor, and Vice President Bush, youve both talked tonight about hard choices. Let me try to give you one. Somewhere in the Middle East tonight, nine Americans are being held hostage. If you are commander- in- chief and Americans are held hostage, what will be more important to you, their individual fate, or the commitment that the United States Government must never negotiate with terrorists. And if any Americans are held hostage and you become president, to what lengths would you go to rescue them?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Peter, its one of the most agonizing decisions a president has to make. These are American citizens, we care deeply about them. Their families care deeply about them, want them back and understandably so and we want to do everything we can to bring them back. But if theres one thing we also understand it is that you cannot make concessions to terrorists, ever, ever. Because if you do, its an open invitation to other terrorists to take hostages and to blackmail us. And thats the tragedy of the Iran/Contra scandal. As a matter of fact, Mr. Bush was the Chairman of a task force on international terrorism which issued a report shortly before that decision was made and said, and rightly so, that we never ever can make concessions to terrorists and hostage takers. And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions weve ever made in this country and I dare say encouraged others to take hostages as we now know. So, there can be no concessions under any circumstances, because if we do its an open invitation to others to do the same. Weve got to be tough on international terrorism. Weve got to treat it as international crime. Weve got to attack at all points, weve go to use undercover operations. We have to be prepared to use military force against terrorist base camps, we have to work closely with our allies to make sure that theyre working with us and we with them and we can give no quarter when it comes to breaking the back of international terrorism. Yes, we should make every effort to try to help those hostages come home, but it can never be because we make concessions. That was a tragic mistake that we made, a mistake that Mr. Bush made and others made and it should never ever be made again.",Pres,1988,1988-09-25,1,What is the appropriate stance the United States should take regarding concessions to terrorists in hostage situations?,"Well, Governor, and Vice President Bush, youve both talked tonight about hard choices. Let me try to give you one. Somewhere in the Middle East tonight, nine Americans are being held hostage. If you are commander- in- chief and Americans are held hostage, what will be more important to you, their individual fate, or the commitment that the United States Government must never negotiate with terrorists. And if any Americans are held hostage and you become president, to what lengths would you go to rescue them?",0.9219161272,0.9388404489,0.8648120165,0.7282115221,Democratic,"What will be more important to you, the individual fate of hostages or the commitment that the United States Government must never negotiate with terrorists?",3.0,3.0,0.0
Jim Lehrer,Mr. Vice President?,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"I wrote the anti- terrorist report for this government. It is the best anti- terrorist report written. Yes, we shouldnt trade arms for hostages. But we have made vast improvements in our anti- terrorism. Now, its fine to say that sometimes you have to hit base camps, but when the president saw this state sponsored- fingerprints of Muammar Khadaffi on the loss of American life, he hit Libya. And my opponent was unwilling to support that action.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,Thats not true. Thats not true.,Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
George H. W. Bush,"And since that action, terrorist action against the United States citizens have gone down.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,Thats not true.,Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
George H. W. Bush,And I have long ago said I supported the president on this other matter. And Ive said mistakes were made. Clearly nobodys going to think the president started out thinking he was going to trade arms for hostages. That is a very serious charge against the president. The matter has been thoroughly looked into. But the point is sometimes the action- (Laughter),Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
George H. W. Bush,"– has to be taken by the Federal Government and when we took action, it had a favorable response.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,A question for the Vice President. Peter?,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Peter Jennings,"It seems perhaps a good subject, Mr. Vice President, on which to make the point that youve campaigned vigorously as part of a leadership team. But so far you wont tell the American people in considerable measure what advice you gave the president, including the sale of arms to Iran and what should have been done about the hostages. To the best of my knowledge theres no Constitutional requirement which prevents you from doing so. Jimmy Carter urged his Vice President, Walter Mondale, to tell the American people. Would you now ask President Reagan for permission to tell the American people what advice you did give him? And if you dont, how do we judge your judgment in the Oval Office in the last eight years?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"Youre judged by the whole record. Youre judged by the entire record. Are we closer to peace? Are we doing better in anti- terrorism? Should we have listened to my opponent who wanted to send the UN into the Persian Gulf or in spite of the mistakes of the past, are we doing better there? How is our credibility with the GCC countries on the Western side of the Gulf. Is Iran talking to Iraq about peace? You judge on the record. Are the Soviets coming out of Afghanistan? How does it look in a program he called or some one of these marvelous Boston adjective up there and- about Angola- now, we have a chance- several Bostonians dont like it, but the rest of the country will understand. (Applause)",Pres,1988,1988-09-25,1,What criteria should be used to evaluate the success of U.S. foreign policy in achieving peace and addressing terrorism?,"It seems perhaps a good subject, Mr. Vice President, on which to make the point that youve campaigned vigorously as part of a leadership team. But so far you wont tell the American people in considerable measure what advice you gave the president, including the sale of arms to Iran and what should have been done about the hostages. To the best of my knowledge theres no Constitutional requirement which prevents you from doing so. Jimmy Carter urged his Vice President, Walter Mondale, to tell the American people. Would you now ask President Reagan for permission to tell the American people what advice you did give him? And if you dont, how do we judge your judgment in the Oval Office in the last eight years?",0.8301282525,0.9092261791,0.6788705587,0.1029071361,Republican,Would you now ask President Reagan for permission to tell the American people what advice you did give him?,3.0,1.0,1.0
George H. W. Bush,"Now we have a chance. Now we have a chance. And, so, I think that Id leave it right there and say that you judge on the whole record. And let me say this- all he can talk about- he goes around ranting about Noriega. Now, Ive told you what the intelligence briefing he received said about that. He can talk about Iran/Contra and also- Ill make a deal with you, I will take the blame for those two incidents if you give me half the credit for all the good things that have happened in world peace since Ronald Reagan and I took over from the Carter administration. (Applause)",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
George H. W. Bush,I still have a couple of minutes left. And there is a difference principle –,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"Sorry, Mr. Vice President.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,Its only on yellow here. Wait a minute. (Laughter),Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,Im wrong. Go ahead. My apologies.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,Jim –,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,You said nobodys perfect.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,I said I wasnt perfect. Where was I?,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,"25th of December, Mr. Vice President. (Laughter)",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
George H. W. Bush,I finished.,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,"He can have another ten seconds if he wants, Jim.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,"Governor, you have a minute to respond.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, the matter of judgment is very important. And I think its important to understand what happened here. A report on international terrorism chaired by the Vice President was released and made some very specific recommendations about how to deal with terrorism. They were ignored. The Vice President ignored them. He says mistakes were made. Very serious mistakes in judgment were made. He says, â‰¥Well, lets concede that the administration has been doing business with Noriega. Has made him a part of our foreign policy and has been funneling aid to Contras through convicted drug dealers. â‰¤I think those are very very serious questions of judgment, which those of you who are watching us here tonight have a right to judge and review. Were not going to make those kinds of mistakes. You cannot make concessions to terrorists. If you do, you invite the taking of more hostages. Thats a basic principle. It was ignored in that case and it was a very very serious mistake in judgment.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,A question from John Mashek. It goes to the Vice President.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
John Mashek,"Mr. Vice President, Democrats and even some Republicans are still expressing reservations about the qualifications and credentials of Senator Dan Quayle of Indiana, your chosen running mate, to be a heartbeat away from the presidency. What do you see in him that others do not? (Laughter)",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"I see a young man that was elected to the Senate twice, to the House of Representatives twice. I see a man who is young and I am putting my confidence in a whole generation of people that are in their 30Ï€s and 40Ï€s. I see a man that took the leadership in the Job Training Partnership Act and that retrains people in this highly competitive changing society were in, so if a person loses his hob he is retrained for a benefit- for a- work that will be productive and he wont have to go on one of these many programs that the liberal- talking about. I see a young man who is a knowledgeable- in defense and there are three people on our ticket that are knowledgeable- in the whole- in the race- knowledgeable in defense and Dan Quayle is one of them and I am one of them. And I believe that he will be outstanding. And he took a tremendous pounding and everybody now knows that he took a very unfair pounding. And Id like each person to say did I jump to conclusions running down rumors that were so outrageous and so brutal. And hes kept his head up. And he will do very very well. And he has my full confidence and hell have the confidence of people that are in their 30Ï€s and 40Ï€s and more. So, judge the man on his record not on the- lot of rumors and innuendo and trying to fool around with his name. My opponent says J. Danforth Quayle. Do you know who J. Danforth was, he was a man who gave his life in World War II, so ridiculing a persons name is a little beneath this process. And hell do very well when we get into the debates. (Applause)",Pres,1988,1988-09-25,1,What qualifications and strengths does the speaker see in Dan Quayle that justify their confidence in him?,"Mr. Vice President, Democrats and even some Republicans are still expressing reservations about the qualifications and credentials of Senator Dan Quayle of Indiana, your chosen running mate, to be a heartbeat away from the presidency. What do you see in him that others do not? (Laughter)",0.9236431122,0.9464921355,0.8454497457,0.7340499163,Republican,What do you see in Senator Dan Quayle that others do not?,3.0,3.0,1.0
Michael Dukakis,"Well, when it comes to ridicule, George, you win a gold medal. I think we can agree on that in the course of this campaign. (Applause)",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
George H. W. Bush,Just the facts.,Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,But did I- did I sense a desire that maybe Lloyd Bentsen ought to be your running mate when you said there are three people on your ticket?,Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
George H. W. Bush,"No, I think the debate ought to be between you and Lloyd.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,"I think the American people have a right to judge us on this question, on how we picked a running mate, a person who is a heartbeat away from the presidency. I picked Lloyd Bentsen, distinguished, strong, mature, a leader in the Senate, somebody whose qualifications nobody has questioned. Mr. Bush picked Dan Quayle. I doubt very much that Dan Quayle was the best qualified person for that job. And as a matter of fact, I think for most people the notion of President Quayle is a very very troubling thought.",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
Jim Lehrer,John will ask a question of the Governor. It will be the last question and then the Vice President will have a rebuttal.,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
John Mashek,"Well, Governor, you did select Lloyd Bentsen of Texas.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,I did indeed.,Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
John Mashek,"And you have a lot of disagreement with him on fundamental issues, including the Reagan tax cuts, aid to the rebels in Nicaragua, the death penalty, gun control. Whos right? (Laughter)",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, John, Im a man thats been a chief executive for ten years. Ive picked a lot of people. Ive picked cabinets. Ive named judges. I know that the people you pick make an enormous difference in your ability to govern and I set high standards. I try to meet them and I insist that people who work for me meet them, if they dont, they dont stick around very long. But I didnt pick Lloyd Bentsen because he was a clone of Mike Dukakis. I picked him because he was somebody who would be a strong Vice President, somebody who would be an active Vice President. Somebody who would come to me if somebody came up with a crazy idea that we ought to trade arms to the Ayatollah for hostages and say, â‰¥Mr. President, thats wrong. We shouldnt do that. â‰¤ Thats the kind of Vice President I want. He, himself, has said, and rightly so, that hell be a strong Vice President. When the Vice President makes a decision, that will be his decision. And Im very very proud of that choice. And I didnt pick him because he agreed with me on everything. You know, Sam Rayburn once said that if two people agree on everything then only one person is doing the thinking. The fact is Ive picked somebody who not only will be a great Vice President, but if, God forbid, something happens to the president, could step into that office and do so with distinction and with strength and with leadership. I doubt very much. I doubt very much that Mr. Bushs selection for the Vice Presidency of the United States meets that test. (Applause)",Pres,1988,1988-09-25,1,"What criteria did you use to select your Vice President, and how does it compare to the other candidate's choice?","And you have a lot of disagreement with him on fundamental issues, including the Reagan tax cuts, aid to the rebels in Nicaragua, the death penalty, gun control. Whos right? (Laughter)",0.7887358665,0.9129621983,0.6827992201,0.07342713326,Democratic,"Who's right on the fundamental issues, including the Reagan tax cuts, aid to the rebels in Nicaragua, the death penalty, and gun control?",3.0,3.0,0.0
Jim Lehrer,Mr. Vice President?,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"Well, I- we obviously have a difference. I believe it does meet the test. Well have an opportunity to see the two of them in action in a friendly forum, wonderful friendly fashion like this. (Laughter)",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
George H. W. Bush,"I had hoped this had been a little friendlier evening. I wanted to hitchhike a ride home in his tank with him. But now weve got the lines too carefully drawn here. But you talk about judgment. I mean, what kind of judgment- I mean, jumping all over the president on his decision on one area of farm policy. What kind of judgment sense has your chief education adviser now in jail in Massachusetts? I mean, theres- I dont think this is a fair argument. But nevertheless, I support my nominee for Vice President and hell do an outstanding job.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"Gentlemen, I was given some bad word a moment ago. There is time for one more question. Getting it in my ear and Ann Groer will ask it. Ann? To the Governor.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Anne Groer,"Governor Dukakis, as many U. S. farmers face or undergo foreclosure, the United States is considering the possibility of forgiving a certain percentage of debt owed by Latin American and Third World countries, do you favor giving these countries a break in their loans and, if so, how do you explain that to the American farmers who are losing their land and livelihood?",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
Michael Dukakis,"Well, I think we have to go to work on the problem of Third World debt and weve got to assist those Third World countries in dealing with this massive debt which they currently- which they have incurred and which is burdening them and which if we dont do something about it and assist them along with other nations around the world, well destroy their economies, destroy their future. And at the same time will destroy markets that are important to our farmers. But I also believe we need an agricultural policy which doesnt cost us 15 to 20 to 25 billion dollars a year that its been costing us over the course of the past three or four years under this administration. I think its going to require good, solid credit policies. And thanks to the Congress we now have an agricultural credit bill which is helping and improving the situation with at least some of our farmers. I think its going to require a combination of supply management and reasonable price supports to make sure that our farmers get a decent price and I think it also is going to require an administration that understand that there are tremendous opportunities out there for the development of new uses for agricultural products, new uses which can help us to clean up our environment at the same time. Bio- degradable plastics- plastic- gasohol, which the Vice President has been involved in, road de- icers made from corn products. I mean, there are enormous opportunities out there to expand markets and to build a strong future for our farmers. But I dont think theres anything mutually exclusive or contradictory about building a strong farm economy in this country and assisting our family farms and providing a good strong future for rural communities and for rural America and at the same time working on Third World debt. As a matter of fact, Mexico, itself, is one of our biggest agricultural customers, so in the sense that we can work to help Mexico rebuild and expand and deal with these very serious economic problems we help our farmers at the same time.",Pres,1988,1988-09-25,1,What strategies should be implemented to address Third World debt while simultaneously supporting the agricultural economy in the United States?,"Governor Dukakis, as many U. S. farmers face or undergo foreclosure, the United States is considering the possibility of forgiving a certain percentage of debt owed by Latin American and Third World countries, do you favor giving these countries a break in their loans and, if so, how do you explain that to the American farmers who are losing their land and livelihood?",0.8863294125,0.9374963641,0.8423988819,0.5657016635,Democratic,"Do you favor forgiving a certain percentage of debt owed by Latin American and Third World countries, and how do you explain that to American farmers facing foreclosure?",3.0,3.0,0.0
Jim Lehrer,Mr. Vice President?,Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"I oppose supply management and production controls. I support the farm bill, the 1985 farm bill and spending is moving in the right direction. I want to expand our markets abroad and thats why Ive called for that first economic summit to be on agriculture. I will not go back to the way the Democrats did it and used food as a political weapon and throw a grain embargo on the farmers in this country. I want to see rural redevelopment and I have been out front in favor of alternate sources of energy and one of them is gasohol and comes from using your corn and I think we can do better in terms of biodegradable for a lot of product, so Im optimistic about the agricultural economy. In terms of the Third World, I support the Baker plan. I want to see market economies spring up all around the world and to the degree they do, we are succeeding. And I dont want to see the banks let off the hook. I would oppose that, but I think were on the right track in agriculture and I am very very encouraged. But lets not go back to that- what they call supply management and production control, thatll simply price us out of the international market. Lets try to expand our markets abroad.",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Jim Lehrer,"All right. That really is the end. Now, lets go to closing statements. They will be two minutes each in duration by agreement. Vice President Bush goes first. Governor Dukakis second. Mr. Vice President.",Pres,1988,1988-09-25,0,,,,,,,Moderator,,,,
George H. W. Bush,"I talked in New Orleans about a gentler and kinder nation and I have made specific proposals on education and the environment and on ethics and energy and how we do better in battling crime in our country. But there are two main focal points of this election. Opportunity and peace. I want to keep this expansion going. Yes, we want change but we are the change. I am the change. I dont want to go back to malaise and misery index. And, so, opportunity. Keep America at work. The best poverty program is a job with dignity in the private sector. And in terms of peace, we are on the right track. Weve achieved an arms control agreement that our critics thought was never possible and I want to build on it. I want to see us finalize that START agreement and I want it to be the one to finally lead the world to banishing chemical and biological weapons. I want to see asymmetrical reductions in conventional forces. And then it gets down to a question of values. Weve had a chance to spell out our differences on the Pledge of Allegiance here tonight and on tough sentencing of drug king pins and this kind of thing. And I do favor the death penalty. And weve got a wide array of differences on those. But in the final analysis- in the final analysis, the person goes into that voting booth, theyre going to say, â‰¥Who has the values I believe in? Who has the experience that we trust? Who has the integrity and stability to get the job done? â‰¤ My fellow Americans, I am that man and I ask for your support. Thank you very much. (Applause)",Pres,1988,1988-09-25,1,,,,,,,Republican,,,,1.0
Michael Dukakis,"This has been an extraordinary 18 months for Kitty and me and for our family. Weve had an opportunity to campaign all over this country and to meet with so many of you in communities and states and regions to get to know you. Im more optimistic today than I was when I began about this nation providing we have the kind of leadership in Washington that can work with you, that can build partnerships, that can build jobs in every part of this country, not certain parts of this country. You know, my friends, my parents came to this country as immigrants like millions and millions of Americans before them and since, seeking opportunities, seeking the American dream. They made sure their sons understood that this was the greatest country in the world, that those of us especially who were the sons and daughters of immigrants had a special responsibility to give something to the country that had opened up its arms to our parents and given so much to them. I believe in the American dream. Im a product of it and I want to help that dream come true for every single citizen in this land, with a good job and good wages, with good schools in every part of this country and every community in this country. With decent and affordable housing that our people can buy and own and live in, so that we end the shame of hopelessness in America. With decent and affordable healthcare for all working families. Yes, its a tough problem as Mr. Bush says, but itÏ€s not an insolvable problem. Its one that we will solve and must solve, with a clean and wholesome environment and with a strong America thats strong militarily and economically as we must be, an America that provides strong international leadership because were true to our values. We have an opportunity working together to build that future, to build a better America, to build a best America, because the best America doesnt hide. We compete. The best America. We invest. The best America doesnt leave some of its citizens behind. We live- we bring everybody along. And the best America is not behind us. The best America is yet to come. Thank you very much. (Applause) ",Pres,1988,1988-09-25,1,,,,,,,Democratic,,,,0.0
