speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit,winner
Edwin Newman,"President Ford, Governor Carter, we no longer have enough time for two complete sequences of questions. We have only about six minutes left for questions and answers. For that reason we will drop the follow- up questions at this point but each candidate will still be able to respond to the others answers. Uh – to the extent that you can, gentlemen, please keep your remarks brief. Mr. Gannon.",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
James Gannon,"Governor Carter, one uh – important uh – part of the Governments economic policy uh – apparatus we havent talked about is the Federal Reserve Board. Id like to ask you something about what youve said and that is that uh – you believe that a president ought to have a chairman of the Federal Reserve Board whose views are compatible with his own. Based on the record of the last few years, would you say that your views are compatible with those of Chairman Arthur Burns? And if not, would you seek his resignation if you are elected?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"What I have said is that the president ought to have a chance to appoint a chairman of the Federal Reserve Board to have a coterminous uh term; in other words, both of em serve the same four – four years. The Congress can modify the supply of money by modifying the income uh tax laws. The president can modify the uh – economic structure of a country by public statements and general attitudes in the budget that he proposes. The Federal Reserve has uh – an independent status that ought to be preserved; I think that Mr. uh – Burns did take a typical, erroneous Republican attitude in the 1973 year when inflation was so high. They assumed that the uh – inflation rate was because of excessive demand and uh – therefore put into effect tight constraint on the economy, very high interest rates, which is typical also of the Republican administration, uh – tried to increase the uh – the tax uh – payments by individuals, and cut the tax payments by corporations. I would have uh – done it opposite. I think the uh – problem shouldve been addressed by increasing productivity, by having uh – put – put people back to work so they could purchase more goods, lower income taxes on individuals, perhaps raise them, if necessary, on corporations in comparison. But uh – Mr. Burns uh – in that respect made a very serious mistake. I would not wanna destroy the – the independence of the uh Federal Reserve – uh Board. But I do think we ought to have a cohesive economic policy with at – at least the chairman of the Federal Reserve Board and the presidents terms being uh – the same and letting the Congress, of course, be the third uh – entity with uh – with independence subject only to the presidents veto.",Pres,1976,1976-09-23,1,"What changes should be made regarding the relationship between the presidency, Congress, and the Federal Reserve to achieve a cohesive economic policy?","Governor Carter, one uh – important uh – part of the Governments economic policy uh – apparatus we havent talked about is the Federal Reserve Board. Id like to ask you something about what youve said and that is that uh – you believe that a president ought to have a chairman of the Federal Reserve Board whose views are compatible with his own. Based on the record of the last few years, would you say that your views are compatible with those of Chairman Arthur Burns? And if not, would you seek his resignation if you are elected?",0.8425686359,0.9080395699,0.6567564011,0.2975315452,Democratic,"Are your views compatible with those of Chairman Arthur Burns, and would you seek his resignation if you are elected?",2.0,2.0,1.0
Edwin Newman,"President Ford, your response.",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"The chairman of the Federal Reserve Board should be independent. Fortunately, he has been during Democratic as well as Republican administrations. As the result in the last uh – two years uh – we have had a responsible monetary policy. Uh the Federal Reserve Board indicated that the supply of money would be held between four to four and a half and seven and seven and a half. They have done a good job in integrating the money supply with the uh – fiscal policy of the uh – executive and legislative branches of the government. It would be catastrophic if the chairman of the Federal Reserve Board became the tool of the political uh – party that was in power. Its important for our future uhh – economic security that that job be nonpolitical and uh – separate from the executive and the Legislative branches.",Pres,1976,1976-09-23,1,,,,,,,Republican,,,,0.0
Edwin Newman,Mrs. Drew.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Elizabeth Drew,"Uh Mr. President, the real problem with the FBI and, in fact, all of the intelligence agencies is there are no real laws governing them. Such laws as there are tend to be vague and open- ended. Now, you have issued some executive orders, but weve learned that leaving these agencies to executive discretion and direction can get them and, in fact, the country in a great deal of trouble. One president may be a decent man, the next one might not be. So, what do you think about trying to write in some more protection by getting some laws governing these agencies?",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"You are familiar, of course, with the fact that I am the first president in thirty years who has reorganized the intelligence agencies in the federal government; the CIA, the Defense Intelligence Agency, the National Security Agency and the others. Weve done that by executive order. Uhh – and I think uh – weve tightened it up; weve uh – straightened out their problems that developed over the last few years. It doesnt seem to me that its needed or necessary to have legislation in this particular regard. Uhh – I have recommended to the Congress, however – Im sure youre familiar with this – legislation that would uhh – make it uhh – very uhh – proper in – in the right way, that the attorney general could go in and get the right for wiretapping under security cases. This was an effort that was made by the attorney general and myself, working with the Congress. But even in this area, where I think new legislation would be justified, uh the Congress has not responded. So, I feel in that case, as well as in the reorganization of the intelligence agencies, as Ive done, we have to do it by executive order. And Im glad that we have a good director in George Bush. We have good executive orders, and the CIA and the DIA and NASA uh – uh – NSA are now doing a good job under proper supervision.",Pres,1976,1976-09-23,1,What actions has the president taken to reorganize and improve the effectiveness of the intelligence agencies?,"Uh Mr. President, the real problem with the FBI and, in fact, all of the intelligence agencies is there are no real laws governing them. Such laws as there are tend to be vague and open- ended. Now, you have issued some executive orders, but weve learned that leaving these agencies to executive discretion and direction can get them and, in fact, the country in a great deal of trouble. One president may be a decent man, the next one might not be. So, what do you think about trying to write in some more protection by getting some laws governing these agencies?",0.9350203276,0.9232673049,0.7967669368,0.584662199,Republican,What do you think about writing more laws to govern intelligence agencies?,3.0,3.0,0.0
Edwin Newman,Governor Carter.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well, one of the very serious things thats happened in our government in recent years, and has continued up until now, is a breakdown in the trust among our people in the [twenty- seven- minute delay]",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Edwin Newman,"failure in the broadcasting of the debate, it occurred twenty- seven minutes ago. Uh the fault has been dealt with and uh – we want to thank President Ford and Governor Carter for being so patient and understanding while this uh delay went on. Uh we very much regret the technical failure that lost the sound as it – as it was leaving this theater. It occurred during uh Governor Carters response to what would have been and what was the last question put to the candidates. That question went to President Ford. It dealt with the control of government intelligence agencies. Uh Governor Carter was making that response and had very nearly finished it. Uh – he wil1 conclude his response now after which uh – President Ford and Governor Carter will make their closing statements. Governor.",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,There has been too much government secrecy and not uh – not enough respect for the personal privacy of American citizens.,Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Edwin Newman,"It is now time for the closing statements, which are to be up to four minutes long. Governor Carter, by the same toss of the coin that directed the first question to you, you are to go first now.",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Jimmy Carter,"Well, tonight weve had a chance to talk a lot about the past. But I think its time to talk about the future. Our nation in the last eight years has been divided as never before. Its a time for unity. Its a time to draw ourselves together; to have a president and a Congress that can work together with mutual respect for a change, cooperating for a change, in the open for a change, so the people can understand their own government. Its time for government, industry, labor, manufacturing, agriculture, education, other entities in our society to cooperate. And its a time for government to understand and to cooperate with our people. For a long time our American citizens have been excluded, sometimes misled, sometimes have been lied to. This is uh – not compatible with the purpose of our nation. I believe in our country. It needs to be competent. The government needs to be well- managed, efficient, economical, We need to have a government thats sensitive to our peoples needs – to those who are poor, who dont have adequate health care, who have been cheated too long with our tax programs, whove been out of jobs, whose families have been torn apart. We need to restore the faith and the trust of the American people in their own government. In addition to that, weve suffered because we havent had leadership in this administration. Weve got a government of stalemate. Weve lost the vision of what our country can and ought to be. This is not the America that weve known in the past. Its not the America that we have to have in the future. I dont claim to know all the answers. But Ive got confidence in my country. Our economic strength is still there. Our system of government – in spite of Vietnam, Cambodia, CIA, Watergate – is still the best system of government on earth. And the greatest resource of all are the two hundred and fifteen million Americans who have within us the strength, the character, the intelligence, the experience, the patriotism, the idealism, the compassion, the sense of brotherhood on which we can rely in the future to restore the greatness to our country We ought not to be excluded from our government anymore. We need a president who can go in – who derives his strength from the people. I owe the special interests nothing. I owe everything to you, the people of this country. And I believe that we can bind our wounds. I believe that we can work together. And I believe that if we can tap the tremendous untapped reservoir of innate strength in this country, that we can once again have a government as good as our people, and let the world know what we still know and hope for – that we still live in the greatest and the strongest and the best country on earth.",Pres,1976,1976-09-23,1,,,,,,,Democratic,,,,1.0
Edwin Newman,President Ford.,Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
Gerald Ford,"On November second all of you will make a very, very important decision. One of the major issues in this campaign is trust. A president should never promise more than he can deliver and a president should always deliver everything that hes promised. A president cant be all things to all people. A president should be the same thing to all people. Another issue in this campaign, Governor Carter has endorsed the Democratic platform, which calls for more spending, bigger deficits, more inflation or mare taxes. Governor Carter has embraced the record of the present Congress, dominated by his political party. It calls for more of the same. Governor Carter in his acceptance speech called for more and more programs, which means more and more government. I think the real issue in this campaign, and that which you must decide on November second, is whether you should vote for his promise or my performance in two years in the White House. On the fourth of July we had a wonderful two hundredth birthday – for our great country. It was a superb occasion. It was a glorious day. In the first century of our nations history our forefathers gave us the finest form of government in the history of mankind. In the second century of our nations history, our forefathers developed the most productive industrial nation in the history of the globe. Our third century should be the century of individual freedom for all our two hundred and fifteen million Americans today and all that join us. In the last few years government has gotten bigger and bigger; industry has gotten larger and larger; labor unions have gotten bigger and bigger; and our children have been the victims of mass education. We must make this next century the century of the individual. We should never forget that a government big enough to give us everything we want is a government big enough to take from us everything we have. The individual worker in the plants throughout the United States should not be a small cog in a big machine. The member of a labor union must have his rights strengthened and broadened and our children in their education should have an opportunity to improve themselves based on their talents and their abilities. My mother and father, during the Depression, worked very hard to give me an opportunity to do better in our great country. Your mothers and fathers did the same thing for you and others. Betty and I have worked very hard to give our children a brighter future in the United States, our beloved country. You and others in this great country have worked hard and done a great deal to give your children and your grandchildren the blessings of a better America. I believe we can all work together to make the individuals in the future have more and all of us working together can build a better America.",Pres,1976,1976-09-23,1,,,,,,,Republican,,,,0.0
Edwin Newman,"Thank you President Ford. Thank you Governor Carter. Our thanks also to the questioners and to the audience in this theater. Ahh – we much regret the technical failure that caused a twenty- eight- minute delay in the broadcast of the debate. We believe, however, that everyone will agree that it did not detract from the effectiveness of the debate or from its fairness. The next presidential debate is to take place on Wednesday, October sixth, in San Francisco at nine- thirty P. M. , Eastern Daylight Time. The topics are to be foreign and defense issues. As with all three debates between the presidential candidates and the one between the vice- presidential candidates, it is being arranged by the League of Women Voters Education Fund in the hope of promoting a wider and better informed participation by the American people in the election in November. Now, from the Walnut Street Theater in Philadelphia, good night. ",Pres,1976,1976-09-23,0,,,,,,,Moderator,,,,
