speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit
George W. Bush,"No, theres no difference on that. There is a difference, though, as to what the economy has meant. I think the economy has meant more for the Gore and Clinton folks than the Gore and Clinton folks have meant for the economy. I think most of the economic growth that has taken place is a result of ingenuity and hard work and entrepreneurship and thats the role of goverment to encourage that. In terms of in response to the question, no.",Pres,2000,2000-10-03,1,What is the relationship between government involvement and economic growth according to the speaker?,"So, Governor, would you agree there is no basic difference here on intervening — on federal government intervening in what might be seen by others to be a private financial crisis?",0.9036180973,0.9264498949,0.8009322882,0.352201283,Republican,Would you agree there is no basic difference on federal government intervening in a private financial crisis?,3,
Al Gore,Can I comment on that?,Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
Moderator,You may.,Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
Al Gore,"You know, I think the American people deserve credit for the great economy that we have. Its their ingenuity, I agree with that. But you know, they were working pretty hard eight years ago. And now they had ingenuity eight years ago. The difference is weve got a new policy. And instead of concentrating on tax cuts mostly for the wealthy, we want — I want tax cuts for the middle- class families and I want to continue the prosperity and make sure that it enriches not just a few but all of our families. We have gone from the biggest deficits to the biggest surpluses. We have gone from a triple- dip recession during the previous 12 years to a tripling of the stock market. Instead of a high unemployment, we have the lowest African- American and Latin American unemployment rates in history and 22 million new jobs. Its not good enough. Too many people have been left behind. We have got to do much more. The key is job training, education, investments in health care and education, environment, retirement security. And incidentally, we have got to preserve Social Security. Im totally opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market. I want new incentives for savings and investment for the young couples who are working hard so they can save and invest on their own on top of Social Security, not at the expense of Social Security, as the governor proposes.",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
George W. Bush,"Two points. One, a lot of folks are still waiting for that 1992 middle- class tax cut. I remember the vice president saying, “Just give us a chance to get up there, were going to make sure you get tax cuts. ” It didnt happen. Now hes having to say that again. Theyve had their chance to deliver a tax cut to you. Secondly, the surest way to bust this economy is to increase the role and size of the federal budget. The Senate Budget Committee did a study of the vice presidents expenditures. Its been projected that they could conceivably bust the budget by $900 billion. That means hell either have to raise your taxes by $900 billion or go into the Social Security surplus for $900 billion. This is a plan that is going to increase the bureaucracy by 20, 000 people. His targeted tax cut is so detailed, so much fine print that it is going to require numerous IRS agents. We need somebody to simplify the code, to be fair, to continue prosperity by sharing some of the surplus with the people who pay the bills, particularly those at the bottom end of the economic ladder.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Al Gore,"If I could respond, Jim. What hes quoting is not the Senate Budget Commiitte, it is a partisan press release by the Republicans on the Senate Budget Committee thats not worth the government — the taxpayer- paid paper that its printed on. Now, as for 20, 000 new bureaucrats, as you call them, you know, the size of the federal government will go down in a Gore administration. In the reinventing government program you just look at the numbers. It is 300, 000 people smaller today than it was eight years ago. Now, the fact is youre going to have a hard time convincing folks that we were a whole lot better off eight years ago than we are today. But thats not the question. The question is, will we be better off four years from now than we are today? And as for the surest way to threaten our prosperity, having a $1. 9 trillion tax cut, almost half of which goes to the wealthy, and a $1 trillion Social Security privatization proposal is the surest way to put our budget into deficit â€“ raise interest rates and put our prosperity at risk.",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
George W. Bush,I cant let the man continue with fuzzy math. It is 1. 3 trillion Mr. Vice President. It will go to everybody who pays taxes. Im not going to be the kind of president that says you get tax relief and you dont. Im not going to be a picker and chooser. What is fair is everybody who pays taxes ought to get relief.,Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Moderator,"I thought we cleared this up a while ago. New question on Social Security. Both of you have Social Security reform plans, so we could spend the rest of the evening and two or three other evenings talking about them in detail. We wont do that. But —",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
Al Gore,Suits me.,Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
Moderator,"Many experts, including Federal Reserve Chairman Greenspan, Vice President Gore, say that it will be impossible for either of you, essentially, to keep the system viable on its own during the coming baby boomer retirement onslaught without either reducing benefits or increasing taxes. You disagree?",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
Al Gore,"I do disagree. Because if we can keep our prosperity going, if we can continue balancing the budget and paying down the debt, then the strong economy keeps generating surpluses. Here is my plan. I will keep Social Security in a lockbox and that pays down the national debt. And the interest savings I would put right back into Social Security. That extends the life of Social Security for 55 years. Now, I think that its very important to understand that cutting benefits under Social Security means that people like Winifred Skinner from Des Moines, Iowa, who is here, would really have a much harder time. Because there are millions of seniors who are living almost hand to mouth. And you talk about cutting benefits. I dont go along with it. I am opposed to it. Im also opposed to a plan that diverts 1 out of every $6 away from the Social Security Trust Fund. Social Security is a trust fund that pays the checks this year with the money that is paid into Social Security this year. The governor wants to divert 1 out of every $6 off into the stock market, which means that he would drain a trillion dollars out of the Social Security Trust Fund in this generation over the next ten years, and Social Security under that approach would go bankrupt within this generation. His leading advisor on this plan actually said that would be okay, because then the Social Security Trust Fund could start borrowing. It would borrow up to $3 trillion. Now, Social Security has never done that. And I dont think it should do that. I think it should stay in a lockbox, and Ill tell you this. I will veto anything that takes money out of Social Security for privatization or anything else other than Social Security.",Pres,2000,2000-10-03,1,How can we ensure the stability and longevity of Social Security without cutting benefits or diverting funds?,"Many experts, including Federal Reserve Chairman Greenspan, Vice President Gore, say that it will be impossible for either of you, essentially, to keep the system viable on its own during the coming baby boomer retirement onslaught without either reducing benefits or increasing taxes. You disagree?",0.8770993948,0.934183836,0.8494444489,0.5750633478,Democratic,Do you disagree that it will be impossible to keep the system viable during the coming baby boomer retirement without either reducing benefits or increasing taxes?,3,
George W. Bush,"I thought it was interesting that on the two minutes he spent about a million- and- a- half on my plan, which means he doesnt want you to know what hes doing is loading up IOUs for future generations. He puts no real assets into the Social Security system. The revenues exceed the expenses in Social Security until the year 2015 which means all retirees are going to get the promises made. For those of you who he wants to scare into the voting booth to vote for him, hear me loud and clear. A promise made will be a promise kept. You bet we want to allow younger workers to take some of their own money. Thats the difference of opinion. The vice president thinks its the governments money. The payroll taxes are your money. You ought to put it in prudent, safe investments so that $1 trillion over the next ten years grows to be $3 trillion. The money stays within the Social Security system. Its a part of the Social Security system. He claims it will be out of Social Security. Its your money, its a part of your retirement benefit. Its a fundamental difference between what we believe. I want you to have your own asset that you can call your own. That you can pass on from one generation to the next. I want to get a better rate of return for your own money than the paltry 2% that the current Social Security Trust gets today. Mr. Greenspan I thought missed an opportunity to say theres a third way, and that is to get a better rate of return on the Social Security monies coming into the trust. There is $2. 3 trillion of surplus that we can use to make sure that younger workers have a Social Security plan in the future. If were smart and if we trust workers and if we understand the power of the compounding rate of interest.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Al Gore,"Here is the difference. I give a new incentive for younger workers to save their own money and invest their own money, but not at the expense of Social Security, on top of Social Security. My plan is Social Security plus. The governors plan is Social Security minus. Your future benefits would be cut by the amount thats diverted into the stock market. If you make bad investments, thats too bad. But even before then the problem hits because the money contributed to Social Security this year is an entitlement. Thats how it works. And the money is used to pay the benefits for seniors this year. If you cut the amount going in 1 out of every $6, then you have to cut the value of each check by 1 out of every $6 unless you come up with the money from somewhere else. I would like to know from the governor — I know were not supposed to ask each other questions — but Id be interested in knowing, does that trillion dollars come from the trust fund, or does it come from the rest of the budget?",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
George W. Bush,"No. Theres enough money to pay seniors today in the current affairs of Social Security. The trillion comes from the surplus. Surplus is money — more money than needed. Let me tell you what your plan is. Its not Social Security plus, its Social Security plus huge debt. That is what it is. You leave future generations with tremendous IOUs. Its time to have a leader that doesnt put off tomorrow what we should do today. Its time to have somebody to step up and say look, lets let younger workers take some of their own money and under certain guidelines invest it in the private markets. The safest of federal investments yields 4%. Thats twice the amount of rate of return than the current Social Security Trust. Its a fundamental difference of opinion here, folks. Younger worker after younger worker hears my call that says I trust you. And you know what, the issue is changing. Seniors now understand that the promise made will be a promise kept, but younger workers now understand we better have a government that trusts them and thats exactly what Im going to do.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Al Gore,"Could I respond to that, Jim? This is a big issue. Could we do another round on it?",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
Moderator,Were almost out of time.,Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
Al Gore,"Just briefly. When FDR established Social Security, they didnt call them IOUs, they called it the full faith and credit of the United States. If you dont have trust in that, I do. If you take it out of the surplus in the trust fund, that means the trust fund goes bankrupt in this generation within 20 years.",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
George W. Bush,"This is a government that thinks a 2% rate of return on your money is satisfactory. Its not. This is a government that says younger workers cant possibly have their own assets. We need to think differently about the issue. We need to make sure our seniors get the promise made. If we dont trust younger workers to manage some of their own money with the Social Security surplus, to grow from $1 trillion to $3 trillion, it will be impossible to bridge the gap without it. What Mr. Gores plan will do causing huge payroll taxes or major benefit reductions.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Moderator,New question. Are there issues of character that distinguish you from Vice President Gore?,Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
George W. Bush,"The man loves his wife and I appreciate that a lot. And I love mine. The man loves his family a lot, and I appreciate that, because I love my family. I think the thing that discouraged me about the vice president was uttering those famous words, “No controlling legal authority. ” I felt like there needed to be a better sense of responsibility of what was going on in the White House. I believe that — I believe theyve moved that sign, “The buck stops here” from the Oval Office desk to “The buck stops here” on the Lincoln bedroom. Its not good for the country and its not right. We need to have a new look about how we conduct ourselves in office. Theres a huge trust. I see it all the time when people come up to me and say, I dont want you to let me down again. And we can do better than the past administration has done. Its time for a fresh start. Its time for a new look. Its time for a fresh start after a season of cynicism. And so I dont know the man well, but Ive been disappointed about how he and his administration have conducted the fundraising affairs. You know, going to a Buddhist temple and then claiming it wasnt a fundraiser isnt my view of responsibility.",Pres,2000,2000-10-03,1,What are the issues with the current administration's sense of responsibility and conduct in office?,New question. Are there issues of character that distinguish you from Vice President Gore?,0.8829094768,0.9041440487,0.7085708976,0.1664461195,Republican,Are there issues of character that distinguish you from your opponent?,3,
Moderator,Vice President Gore?,Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
Al Gore,"I think we ought to attack our countrys problems, not attack each other. I want to spend my time making this country even better than it is, not trying to make you out to be a bad person. You may want to focus on scandal. I want to focus on results. As I said a couple of months ago, I stand here as my own man and I want you to see me for who I really am. Tipper and I have been married for 30 years. We became grandparents a year- and- a- half ago. Weve got four children. I have devoted 24 years of my life to public service and Ive said this before and Ill say it again, if you entrust me with the presidency, I may not be the most exciting politician, but I will work hard for you every day. I will fight for middle- class families and working men and women and I will never let you down.",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
Moderator,"So, Governor, what are you saying when you mention the fundraising scandals or the fundraising charges that involve Vice President Gore? What are you saying that the voters should take from that thats relevant to this election?",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
George W. Bush,They ought to factor in it when they go to the voting booth.,Pres,2000,2000-10-03,1,What factors should voters consider when making their decisions at the voting booth?,"So, Governor, what are you saying when you mention the fundraising scandals or the fundraising charges that involve Vice President Gore? What are you saying that the voters should take from that thats relevant to this election?",0.9083218575,0.9097845554,0.7482208014,0.4407387376,Republican,What should voters take from the fundraising scandals involving Vice President Gore that is relevant to this election?,3,
Moderator,In what way?,Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
George W. Bush,"I think people need to be held responsible for the actions they take in life. I think that — well, I think thats part of the need for a cultural change. We need to say we each need to be responsible for what we do. People in the highest office of the land must be responsible for decisions they make in life. And thats the way Ive conducted myself as Governor of Texas and thats the way Ill conduct myself as President of the United States, should I be fortunate enough to earn your vote.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Moderator,"Are you saying all this is irrelevant, Vice President Gore?",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
Al Gore,"No. I think the American people should take into account who we are as individuals, what our experience is, what our positions are on the issues and proposals are. Im asking you to see me for who I really am. Im offering you my own vision, my own experience, my own proposals. And incidentally, one of them is this. This current campaign financing system has not reflected credit on anybody in either party. And thats one of the reasons Ive said before, and Ill pledge here tonight, if Im president, the very first bill that Joe Lieberman and I will send to the United States Congress is the McCain- Feingold campaign finance reform bill. And the reason its that important is that all of the other issues, whether prescription drugs for all seniors that are opposed by the drug companies or the patients bill of rights to take the decisions away from the HMOs and give them to the doctors and nurses, opposed by the HMOs and insurance companies, all these other proposals are going to be a lot easier to get passed for the American people if we limit the influence of special interest money and give democracy back to the American people. And I wish Governor Bush would join me this evening in endorsing the McCain- Feingold Campaign Finance Reform Bill.",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
George W. Bush,"You know, this man has no credibility on the issue. As a matter of fact, I read in the “New York Times” where he said he co- sponsored the McCain- Feingold Campaign Fundraising Bill. But he wasnt in the Senate with Senator Feingold. And so, look, Im going to — what you need to know about me is I will uphold the law, Im going to have an attorney general that enforces the law. The time for campaign funding reform is after the election. This man has outspent me and the special interests are outspending me. And I am not going to lay down my arms in the middle of the campaign for somebody who has got no credibility on the issue.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Moderator,"Senator McCain — hold on one second. Senator McCain said in August, “It doesnt matter which one of you is President of the United States in January, there is going to be blood on the floor of the United States Senate, ” and hell tie up the Senate until campaign finance reform is passed that includes a ban on soft money. First of all, would you support that effort by him, or would you sign a bill that is finally passed that included —",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
George W. Bush,"I would support an effort to ban corporate soft money and labor union soft money so long as there was dues check- off. Ive campaigned on this since the primaries. I believe there needs to be instant disclosure on the Internet as to who has given to who. I think we need to fully enforce the law. I think we need to have an attorney general that says if a law is broken, well enforce it. Be strict and firm about it.",Pres,2000,2000-10-03,1,What reforms should be implemented to regulate corporate and labor union campaign financing?,"Senator McCain — hold on one second. Senator McCain said in August, “It doesnt matter which one of you is President of the United States in January, there is going to be blood on the floor of the United States Senate, ” and hell tie up the Senate until campaign finance reform is passed that includes a ban on soft money. First of all, would you support that effort by him, or would you sign a bill that is finally passed that included —",0.8323228359,0.9138534069,0.7680593729,0.4452931881,Republican,Would you support Senator McCain's effort for campaign finance reform that includes a ban on soft money?,3,
Al Gore,"Look, Governor Bush, you have attacked my character and credibility and I am not going to respond in kind. I think we ought to focus on the problems and not attack each other. One of the serious problems, hear me well, is that our system of government is being undermined by too much influence coming from special interest money. We have to get a handle on it. And like John McCain, I have learned from experience, and its not a new position for me. 24 years ago I supported full public financing of all federal elections. And anybody who thinks Im just saying it, it will be the first bill I send to the Congress. I want you to know I care passionately about this and I will fight until it becomes law.",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
George W. Bush,"I want people to hear what he just said. He is for full public financing of Congressional elections. Im absolutely, adamently opposed to that. I dont want the government financing congressional elections.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Moderator,"On that wonderful note of disagreement, we have to stop here and we want to go now to your closing statements. Governor Bush is first. You have two minutes.",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
George W. Bush,"Thank you, Jim. Thank the University of Massachusetts and Mr. Vice President, thank you. It has been a good, lively exchange. There is a huge difference of opinion. Mine is I want to empower people in their own lives. I also want to go to Washington to get some positive things done. It is going to require a new spirit. A spirit of cooperation. It will require the ability of a Republican president to reach out across the partisan divide and to say to Democrats, lets come together to do what is right for America. Its been my record as Governor of Texas, it will be how I conduct myself if Im fortunate enough to earn your vote as President of the United States. I want to finally get something done on Medicare. I want to make sure prescription drugs are available for all seniors. And I want seniors to have additional choices when it comes to choosing their health care plans. I want to finally get something done on Social Security. I want to make sure the seniors have the promise made will be a promise kept, but I want younger workers to be able to manage some of their own money, some of their own payroll taxes in the private sector under certain guidelines to get a better rate of return on your own money. I want to rebuild our military to keep the peace. I want to have a strong hand when it comes to the United States in world affairs. I dont want to try to put our troops in all places at all times. I dont want to be the worlds policeman, I want to be the worlds peacemaker by having a military of high morale and a military that is well- equipped. I want anti- ballistic missile systems to protect ourselves and our allies from a rogue nation that may try to hold us hostage or blackmail our allies and friends. I want to make sure the education system fulfills its hope and promise. Ive had a strong record of working with Democrats and Republicans in Texas to make sure no child is left behind. I understand the limited role of the federal government, but it could be a constructive role when it comes to reform, by insisting that there be a strong accountability systems. My intentions are to earn your vote and earn your confidence. Im asking for your vote. I want you to be on my team. And for those of you working, thanks from the bottom of my heart. For those of you making up your mind, I would be honored to have your support.",Pres,2000,2000-10-03,1,,,,,,,Republican,,,
Moderator,"Vice President Gore, two minutes.",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
Al Gore,"I want to thank everybody who watched and listened tonight because this is indeed a crucial time in American history. Were at a fork in the road. We have this incredible prosperity, but a lot of people have been left behind. And we have a very important decision to make. Will we use the prosperity to enrich all of our families and not just a few? One important way of looking at this is to ask who are you going to fight for? Throughout my career in public service, I have fought for the working men and women of this country, middle- class families. Why? Because you are the ones who have the hardest time paying taxes, the hardest time making ends meet. You are the ones who are making car payments and mortgage payments and doing right by your kids. And a lot of times there are powerful forces that are against you. Make no mistake about it, they do have undue influence in Washington, D. C. and it makes a difference if you have a president who will fight for you. I know one thing about the position of president, its the only position in our Constitution that is filled by an individual who is given the responsibility to fight not just for one state or one district or the well- connected or wealthy, but to fight for all of the people, including especially those who most need somebody who will stand up and take on whatever powerful forces might stand in the way. There is a woman named Winifred Skinner here tonight from Iowa. I mentioned her earlier. Shes 79 years old. She has Social Security. Im not going to cut her benefits or support any proposal that would. She gets a small pension, but in order to pay for her prescription drug benefits, she has to go out seven days a week several hours a day picking up cans. She came all the way from Iowa in a Winnebago with her poodle in order attend here tonight. I want to tell her, Ill fight for a prescription drug benefit for all seniors and fight for the people of this country for a prosperity that benefits all.",Pres,2000,2000-10-03,1,,,,,,,Democratic,,,
Moderator,"We will continue this dialogue next week on October 11th at Wake Forest University in Winston- Salem, North Carolina. The format then will be more informal, more conversational with the two candidates seated at a table with me. The third will be October 17th at Washington University in St. Louis, and that will follow a town- hall type format. Also on the day after tomorrow, October 5, there is a 90- minute debate between the democratic nominee for vice president, Senator Joe Lieberman and the republican candidate for vice president former Secretary of Defense Dick Cheney. It will be held at Centre College in Danville, Kentucky. The moderator will be Bernard Shaw of CNN. Thank you, Governor Bush, Vice President Gore. See you next week. For now from Boston, Im Jim Lehrer. Thank you, and good night. (APPLAUSE) ",Pres,2000,2000-10-03,0,,,,,,,Moderator,,,
