speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit
Joe Biden,"The difference is millionaires and billionaires like him in the middle of the COVID crisis have done very well, and other billionaires have raised - - have made another $300 billion because of his profligate tax proposal and he only focuses on the market. But you folks at home, you folks living in Scranton and Claymont and all the small towns and working- class towns in America, how well are you doing? This guy paid - - ",Pres,2020,2020-09-29,1,How has the tax proposal affected income inequality during the COVID crisis?,"- - in the second quarter. The unemployment rate fell to 8. 4 percent last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V- shaped recovery. Vice President Biden, you say it's more of a K- shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first. ",0.9358017445,0.9230247736,0.8088583946,0.2356136739,Democratic,What difference does the V-shaped recovery versus K-shaped recovery mean to the American people in terms of the economy?,3,1
Donald Trump,Well.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,- - a total of $750 in taxes.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,That's wrong.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Sir, sir, no. Wait, no. Sir it's his turn - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,The economy - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,It's just  a wrong statement.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Yes, I understand. You've agreed to the two minutes, so please let him have it. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Do I get my time back? The fact is that he has, in fact, worked on this in a way that he's going to be the first President of the United States to leave office having fewer jobs in his administration than when he became president. First one in American history. Secondly, the people who have lost their jobs are those people who have been on the front lines. Those people who have been saving our lives, those people who have been out there dying. People who have been putting themselves in the way to make sure that we could all try to make it. And the idea that he is insisting that we - - and go forward and open when you have almost half the states in America with a significant increase in COVID deaths and COVID cases in the United States of America. And he wants to open it up more. Why does he want to open it up. Why doesn't he take care of the - - you can't fix the economy until you fix the COVID crisis. And he has no intention of doing anything about making it better for you all at home in terms of your health and your safety. Schools, why are schools open, because it cost a lot money to open them safely. You know they were going to give - - his administration were going to give the teachers in school students masks. And then they decided no, couldn't do that because it's not a national emergency. Not a national emergency. They've done nothing to help small businesses, nothing, they're closing. One in six is now gone. He ought to get on the job and take care of the needs of the American people so we can open safely. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"All right. Your time is up, sir. We are going to get to  ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, I have to respond to that. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Well, you both had two minutes, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Excuse me, he made a statement. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,So did you.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"People want their schools - - no. People want their schools open. They don't want to be shutdown. They don't want their states shutdown. They want their restaurants. I look at New York, it's so sad what's happening in New York. It's almost like a ghost town and I'm not sure it can ever recover what they've done in New York. People want their places open. They want to get back to their lives. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,People want to be safe.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,They'll be careful but they want their schools open.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,People want to be safe.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"I'm the one that brought back football. By the way, I brought back big fan football. It was me and I'm very happy to do it and the people of Ohio are very proud of me and  ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"We're going to get back with the gentleman - - we're going to get to your economic plans going forward in a moment. But first, Mr. President, as you well know there's a new report that in 2016, the year you were elected president and 2017 your first year as president, that you paid $750 a year in federal income tax each of those years. I know that you pay a lot of other taxes but I'm asking you this specific question, is it true that you pay $750 in Federal income taxes each of those two years. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I've paid millions of dollars in taxes, millions of dollars of income tax. And let me just tell you, there was a story in one of the papers  ",Pres,2020,2020-09-29,1,What is the significance of your tax payments in relation to recent news stories?,"We're going to get back with the gentleman - - we're going to get to your economic plans going forward in a moment. But first, Mr. President, as you well know there's a new report that in 2016, the year you were elected president and 2017 your first year as president, that you paid $750 a year in federal income tax each of those years. I know that you pay a lot of other taxes but I'm asking you this specific question, is it true that you pay $750 in Federal income taxes each of those two years. ",0.8928641081,0.9151718616,0.7744472027,0.5051336288,Republican,Is it true that you paid $750 in federal income taxes in 2016 and 2017?,2,2
Joe Biden,Show us your tax returns.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,I paid - - I paid $38 million one year. I paid $27 million one year.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Show us your tax returns.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"I went - - you'll see it as soon as it's finished. You'll see it. You know if you wanted to, go to the Board of Elections, there's 118 page or so report that says everything I have, every bank I have. I'm totally underleveraged because the assets are extremely good and we have a very - - we have - - I built a great company. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Sir, I'm asking you a specific question, which is  ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,But let me tell you,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I understand all of that - - I understand all of that,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,But let me,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, Mr. President  ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Go ahead.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I'm asking you a question. Will you tell us how much you paid in federal income taxes in 2016 and 2017?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Millions of dollars.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,You paid millions of dollars?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Millions of dollars, yes. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,So not $750?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Millions of dollars and you'll get to see it - - and you'll get to see it.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,When?,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"But let me just tell you - - Chris, let me just you something that it was the tax laws - - I don't want to pay tax - - before I came here I was a private developer, I was a private business people. Like every other private person, unless they're stupid, they go through the laws and that's what it is. He passed a tax bill that gave us all these privileges for depreciation and for tax credits. We build a building and we get tax credits like the hotel on Pennsylvania Avenue, you get a massive  ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,ok.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump," . which by the way, was given to me by the Obama administration if you can believe that. Now the man got fired right after that happened  ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, no, let - - Vice President Biden, you want to respond? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Yes, I do want to respond. Look, the tax code that made him - - put him in a position that he pays less tax than a school teacher makes - - on the money a school teacher makes is because of him taking - - he says he's smart because he can take advantage of the tax code. And he does take advantage of the tax code. That's why I'm going to eliminate the Trump tax cuts and we're going to - - I'm going to eliminate those tax cuts. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,That's ok .,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And make sure that we invest in the people who in fact need the help. People out there need help.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,But why didn't you over 20 - - the last 25 years?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Because you weren't president,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Why didn't you do it over the last 25 years?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Because you weren't president screwing things up.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"No, no, no. You were a senator and by the way you were  ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,You're the worst president America has ever had. Come on.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Hey - - hey, Joe, let me - - let me just say, Joe, I've done more in - - in 47 months I've done more than you've done in 47 years, Joe. We've done things that you never even thought of doing . ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"ok, gentlemen - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Including fixing the broken military that you gave me, including taking care of your  vets. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Mr. President, we're talking about the economy. I'd like to ask you about your plans going forward because, Mr. Vice President, your economic plan if you were to be elected president focuses a lot on big government, big taxes, big spending. I want to focus first on the taxes. You proposed more than $4 trillion over a decade on new taxes on individuals making more than $400, 000 a year and on corporations. President Trump says that that kind of an increase in taxes is going to hurt the economy as it's just coming out of a recession. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Well, just take a look at what is the analysis done by Wall Street firms. It points out that my - - my economic plan would create 7 million more jobs than his in four years, number one. And number two, it would create an additional $1 trillion in economic growth because it would be about buying American. That we have to - - we're going to make this - - the federal government spent $600 billion a year on everything from ships to steel to buildings and the like. And under my proposal, we're going to make sure that every penny of that has to be made by a company in America. ",Pres,2020,2020-09-29,1,What are the expected job creation and economic growth outcomes of the proposed economic plan compared to the opponent's plan?,"Mr. President, we're talking about the economy. I'd like to ask you about your plans going forward because, Mr. Vice President, your economic plan if you were to be elected president focuses a lot on big government, big taxes, big spending. I want to focus first on the taxes. You proposed more than $4 trillion over a decade on new taxes on individuals making more than $400, 000 a year and on corporations. President Trump says that that kind of an increase in taxes is going to hurt the economy as it's just coming out of a recession. ",0.9041698575,0.9195659161,0.7549634576,0.3487197757,Democratic,"What are your plans for taxes on individuals making more than $400,000 a year and on corporations?",3,3
Chris Wallace,"Respectfully, sir, I'm talking about taxes, not spending. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"By the way, I'm going to eliminate a significant number of the tax - - I'm going to make the corporate tax 28 percent. It shouldn't be 21 percent. You have 19 - - 91 companies, federal - - I mean, in the Fortune 500 who don't pay a single penny in tax, making billions of dollars. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Why didn't you do it before when you were vice president with Obama?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Because - - because you, in fact, passed that. That was your tax proposal. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"That's right. I got it - - I got it done, and you know what happened? ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Yeah, you got it done. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Our economy boomed like it's never boomed before  - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,The economy - - let me finish.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Mr. President, let me - - Mr. President, let me pick up on that. You would continue your free market approach, lower taxes, more deregulation, correct? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Not lower taxes for the American people.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Let me - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Excuse me - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"But in Obama's - - you talk about the economy booming, it turns out that in Obama's final three years as president, more jobs were created, a million and a half more jobs than in the first three years of your presidency. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"They had the slowest recovery since 19 - - economic recovery, since 1929. It was the slowest recovery. Also, they took over something that was down here. All you had to do was turn on the lights and you pick up a lot, but they had the slowest economic recovery since 1929. Let me tell you about the stock market. When the stock market goes up, that means jobs. It also means 401(k) s. If you got in, if you ever became president with your ideas, you want to terminate my tax - - my taxes, I'll tell you what, you'll lose - - half of the companies that are poured in here will leave, and plenty of the companies - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Half of the companies - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"- - that are already here, they'll leave for other places. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Hardly any companies have - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"They will leave and you will have a depression, the likes of which you've never seen. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Look - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Mr. Vice President?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,- - we inherited the worst recession short of a depression in American history. I was asked to bring it back. We were able to have an economic recovery that created the jobs you're talking about. We handed him a booming economy. He blew it.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,It wasn't booming.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,He blew it. He blew it.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,It wasn't booming. It was - - it was the weakest recovery - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Wait, wait, wait. Is it fair to - - is it to fair to say he blew it when, in fact - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,When COVID came in.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,No - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,- - when there was record low unemployment before COVID?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Yeah, because what he did, even before COVID, manufacturing went in the hole. Manufacturing went in a hole, number one. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Excuse me, because wait - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Number two.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Chris - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Number three - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"- - they said it would take - - no, you're in number two. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,No.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Chris, Chris, they said it would take a - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,This guy is - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"- - miracle to bring back manufacturing. I brought back 700, 000 jobs. They brought back nothing. They gave up on manufacturing. Part of my standard fare He totally gave up on manufacturing. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I'm the guy who brought back the automobile industry.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,All right. Let him in.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"We brought - - I was asked to bring back Chrysler and General Motors. We brought them back right here in the state of Ohio and Michigan. He blew it. They're gone. He blew it. And in fact, they're gone - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Ohio had the best year it's ever had last year. Michigan had the best year they've ever had.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That is not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Many car companies came in from Germany - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Donald Trump,- - went to Michigan and went to Ohio.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"No, they're not having the - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,And they didn't come in with you.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Mr. Vice President, go ahead. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"And so, you take a look at what he's actually done. He's done very little. His trade deals are the same way. He talks about these great trade deals. You know, he talks about the art of the deal. China has made - - perfected the art of the steal. We have a higher deficit with China now than we did before. We have a highest deficit - - trade deficit with Mexico. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"China ate your lunch, down 18  percent - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"All right, gentlemen - - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"And China ate your lunch, Joe, and no wonder, your son goes in and he takes out - - what - - he takes out billions of dollars. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,No.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Takes out billions of dollars to manage. He makes millions of dollars. And also, while we're at it - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,It's simply not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"- - why is it, just out of curiosity, the mayor of Moscow's wife gave your son $3. 5 millions. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That's not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"What did he do to deserve it? What did he do with Burisma to deserve $183, 000 a month. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,None of that is true. None of that is true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Let him answer. If not,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,None of that is true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Oh, really? ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Mr. President, please. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Totally discredited. Totally discredited. And by the way,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"He didn't get $3. 5 million, Joe? He got $3. 5 million. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Mr. President,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,That is not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Really? Oh.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Mr. President, it's an open discussion, please. You've ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,It's a fact.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Well, you have raised an issue, let the vice president answer. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Totally discredited.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Did Burisma pay him $183, 000 a month with no experience in energy? ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Mr. President,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,My son did nothing wrong at Burisma.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,I think he did.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Mr. President, let him answer. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,He doesn't want to let me answer because he knows I have the truth. His position has been totally thoroughly discredited.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"By who, the media? ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"By everybody. And Ukraine. By everybody. Well, by the media, by our allies, by the World Bank, by everyone, has discredited. As a matter fact, matter of fact, even the people who testified ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Mr. President, please stop. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"  under oath, under oath. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Go ahead, I'm listening to you. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"He testified under oath, and his administration said, I did my job and I did it very well. I did it honorably. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,I'd like to know who they are.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Every - - well, I'll give you the list of the people who have testified. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Go ahead, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,You've already fired most of them because they did a good job.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Some people don't do a good job.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Wait a minute, you get the final word, Mr. Vice President. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Well, it's hard to get any word in with this clown. Excuse me, this person. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Hey, let me just say ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, no, no! Mr. President ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,That is simply not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Why did he deserve $3. 5 million from Moscow?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Look, here's the deal. We want to talk about families and ethics. I don't want to do that. I mean, his family we could talk about all night. His family is already ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,My family,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Donald Trump,My family lost a fortune by coming down and helping us with government.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"This is not about my family or his family. It's about your family, the American people. He doesn't ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,$3. 5 million he does nothing.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"That's not true. He doesn't want to talk about what you need. You, the American people. It's about you. That's what we are talking about here. It's not about him. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"All right. That's the end of the segment, we are moving on. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,He didn't take that.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Can I be honest? It's a very important question.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Try to be honest, it's a good thing. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"No, the answer to the question is no. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Ukraine,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, I - - sir, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,With a billion dollars if you don't get rid of the,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That is absolutely not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Gentlemen! I hate to raise my voice,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He's on tape,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Why shouldn't I be different than the two of you? So here's the deal.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,That's a good point.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"We have six segments. We have ended that segment, we're going to go to the next segment. In that segment, you are each going to have two uninterrupted moment. In those two uninterrupted minutes, Mr. President, you can say anything you want. I'm going to ask a question about race, but if you want to say something else, go ahead. But I think that the country would be better served if we allowed both people to speak with fewer interruptions. I am appealing to you, sir, to do that. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, and him too. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Well, frankly, you've been doing more interrupting than he has. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, that's all right. But he does plenty. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Well, sir, less than ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He does plenty.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, less than you have. Let's please continue on. The issue of race. Vice President Biden, you say that President Trump's response to the violence in Charlottesville three years ago when he talked about "" very fine people on both sides"" was what directly led you to launch this run for president. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Oh, yes, sure. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"President Trump, you have often said that you believe you have done more for Black Americans than any president with a possible exception of Abraham Lincoln. My question for the two of you is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? Vice President Biden, you go first. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"It's about equity and equality. It's about decency. It's about the Constitution. And we have never walked away from trying to require equity for everyone, equality for the whole of America. But we never accomplished it. But we've never walked away from it, like he has done. It is true, the reason I got in the race is when those people, close your eyes, remember what those people looked like coming out of the fields carrying torches, their veins bulging, just spewing antisemitic bile, and accompanied by the Ku Klux Klan. A young woman got killed. And they asked the president what he thought. He said there were very fine people on both sides. No president has ever said anything like that. ",Pres,2020,2020-09-29,1,"What is the significance of striving for equity and equality in America, particularly in the context of recent events involving hate groups and leadership responses?",My question for the two of you is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years?,0.8935143948,0.9270448089,0.8021347523,0.1374173462,Democratic,Why should voters trust you rather than your opponent to deal with the race issues facing this country?,2,3
Joe Biden,"Now, second point I'd make to you is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so you could walk across to a church and hold up a Bible. And then what happened after that? The bishop of that very church said that it was a disgrace. The general who was with him said all he ever wanted to do is divide people, not unite people at all. This is a president who has used everything as a dog whistle to try to generate racist hatred, racist division. This is a man who in fact, you talk about helping African- Americans, one in 1, 000 African- Americans has been killed because of the coronavirus. And if he doesn't do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African- Americans. This man, this man is a savior of African- Americans? This man cares at all? This man has done virtually nothing. Look, the fact is you have to look at what he talks about. You have to look at what he did, and what he did has been disastrous for the African- American community. ",Pres,2020,2020-09-29,1,What actions has the president taken that have negatively impacted the African-American community?,My question for the two of you is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years?,0.9153500199,0.9202740192,0.787868619,0.2761238217,Democratic,Why should voters trust you rather than your opponent to deal with the race issues facing this country?,3,3
Donald Trump,So,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"President Trump, you have 2 minutes. Why should Americans trust you over your opponent to deal with racism? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"You did a crime bill, 1994, when you call them super predators, African- Americans, super predators, and they've never forgotten it. They've never forgotten it, Joe. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I never sir,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"No, sir; it's his two minutes. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
