speaker,text,type,election_year,date,candidate
Howard Smith,"Mr. Nixon, comment?",Pres,1960.0,1960-09-26,0.0
Richard Nixon,"Well obviously my views are a little different. First of all, I dont see how its possible for a one- third of a body, such as the Republicans have in the House and the Senate to stop two- thirds, if the two- thirds are adequately led. I would say, too, that when Senator Kennedy refers to the action of the House Rules Committee, there are eight Democrats on that committee and four Republicans. It would seem to me again that it is very difficult to blame the four Republicans for the eight Democrats not getting a something through that particular committee. I would say further that to blame the President in his veto power for the inability of the Senator and his colleagues to get action in this special session uh – misses the mark. When the president exercises his veto power, he has to have the people upo- behind him, not just a third of the Congress. Because lets consider it. If the majority of the members of the Congress felt that these particular proposals were good issues – the majority of those who were Democrats – why didnt they pass them and send to the President and get a veto and have an issue? The reason why these particular bills in these various fields that have been mentioned were not passed was not because the President was against them; it was because the people were against them. It was because they were too extreme. And I am convinced that the alternate proposals that I have, that the Republicans have in the field of health, in the field of education, in the field of welfare, because they are not extreme, because they will accomplish the end uh – without too great cost in dollars or in freedom, that they could get through the next Congress.",Pres,1960.0,1960-09-26,1.0
Howard Smith,The next question to Vice President Nixon fa- from Mr. Fleming.,Pres,1960.0,1960-09-26,0.0
Bob Fleming,"Mr. Vice President, do I take it then you believe that you can work better with Democratic majorities in the House and Senate than Senator Kennedy could work with Democratic majorities in the House and Senate? NIXON; I would say this; that we, of course, expect to pick up some seats in both in the House and the Senate. Uh – We would hope to control the House, to get a majority in the House uh – in this election. We cannot, of course, control the Senate. I would say that a president will be able to lead – a president will be able to get his program through – to the effect that he has the support of the country, the support of the people. Sometimes we – we get the opinion that in getting programs through the House or the Senate its purely a question of legislative finagling and all that sort of thing. It isnt really that. Whenever a majority of the people are for a program, the House and the Senate responds to it. And whether this House and Senate, in the next session is Democratic or Republican, if the country will have voted for the candidate for the presidency and for the proposals that he has made, I believe that you will find that the president, if it were a Republican, as it would be in my case, would be able to get his program through that Congress. Now, I also say that as far as Senator Kennedys proposals are concerned, that, again, the question is not simply one of uh – a presidential veto stopping programs. You must always remember that a president cant stop anything unless he has the people behind him. And the reason President Eisenhowers vetoes have been sustained – the reason the Congress does not send up bills to him which they think will be vetoed – is because the people and the Congress, the majority of them, know the country is behind the President.",Pres,1960.0,1960-09-26,0.0
Howard Smith,Senator Kennedy.,Pres,1960.0,1960-09-26,0.0
John Kennedy,"Well, now lets look at these bills that the Vice President suggests were too extreme. One was a bill for a dollar twenty- five cents an hour for anyone who works in a store or company that has a million dollars a year business. I dont think thats extreme at all; and yet nearly two- thirds to three- fourths of the Republicans in the House of Representatives voted against that proposal. Secondly was the federal aid to education bill. It – it was a very uh – because of the defeat of teacher salaries, it was not a bill that uh – met in my opinion the need. The fact of the matter is it was a bill that was less than you recommended, Mr. Nixon, this morning in your proposal. It was not an extreme bill and yet we could not get one Republican to join, at least I think four of the eight Democrats voted to send it to the floor of the House – not one Republican – and they joined with those Democrats who were opposed to it. I dont say the Democrats are united in their support of the program. But I do say a majority are. And I say a majority of the Republicans are opposed to it. The third is medical care for the aged which is tied to Social Security, which is financed out of Social Security funds. It does not put a deficit on the Treasury. The proposal advanced by you and by Mr. Javits would have cost six hundred millions of dollars – Mr. Rockefeller rejected it in New York, said he didnt agree with the financing at all, said it ought to be on Social Security. So these are three programs which are quite moderate. I think it shows the difference between the two parties. One party is ready to move in these programs. The other party gives them lip service.",Pres,1960.0,1960-09-26,1.0
Howard Smith,Mr. Warrens question for Senator Kennedy.,Pres,1960.0,1960-09-26,0.0
Charles Warren,"Senator Kennedy, on another subject, Communism is so often described as an ideology or a belief that exists somewhere other than in the United States. Let me ask you, sir; just how serious a threat to our national security are these Communist subversive activities in the United States today?",Pres,1960.0,1960-09-26,0.0
John Kennedy,"Well, I think theyre serious. I think its a matter that we should continue to uh – give uh – great care and attention to. We should support uh – the laws which the United States has passed in order to protect us from uh – those who would destroy us from within. We should sustain uh – the Department of Justice in its efforts and the F. B. I. , and we should be continually alert. I think if the United States is maintaining a strong society here in the United States, I think that we can meet any internal threat. The major threat is external and will continue.",Pres,1960.0,1960-09-26,1.0
Howard Smith,"Mr. Nixon, comment?",Pres,1960.0,1960-09-26,0.0
Richard Nixon,"I agree with Senator Kennedys appraisal generally in this respect. The question of Communism within the United States has been one that has worried us in the past. It is one that will continue to be a problem for years to come. We have to remember that the cold war that Mr. Khrushchev is waging and his colleagues are waging, is waged all over the world and its waged right here in the United States. Thats why we have to continue to be alert. It is also essential in being alert that we be fair; fair because by being fair we uphold the very freedoms that the Communists would destroy. We uphold the standards of conduct which they would never follow. And, in this connection, I think that uh – we must look to the future having in mind the fact that we fight Communism at home not only by our laws to deal with Communists uh – the few who do become Communists and the few who do become tra- fellow travelers, but we also fight Communism at home by moving against those various injustices which exist in our society which the Communists feed upon. And in that connection I again would say that while Senator Kennedy says we are for the status quo, I do believe that he uh – would agree that I am just as sincere in believing that my proposals for federal aid to education, my proposals for health care are just as sincerely held as his. The question again is not one of goals – were for those goals – its one of means.",Pres,1960.0,1960-09-26,1.0
Howard Smith,Mr. Vanocurs question for Vice President Nixon.,Pres,1960.0,1960-09-26,0.0
Sander Vanocur,"Mr. Vice President uh – in one of your earlier statements you said weve moved ahead, weve built more schools, weve built more hospitals. Now, sir, isnt it true that the building of more schools is a local matter for financing? Uh – Were you claiming that the Eisenhower Administration was responsible for the building of these schools, or is it the local school districts that provide for it?",Pres,1960.0,1960-09-26,0.0
Richard Nixon,"Not at all. As a matter of fact your question brings out a point that I am very glad to make. Too often in appraising whether we are moving ahead or not we think only of what the federal government is doing. Now that isnt the test of whether America moves. The test of whether America moves is whether the federal government, plus the state government, plus the local government, plus the biggest segment of all – individual enterprise – moves. We have for example a gross national product of approximately five hundred billion dollars. Roughly a hundred billion to a hundred and a quarter billion of that is the result of government activity. Four hundred billion, approximately, is a result of what individuals do. Now, the reason the Eisenhower Administration has moved, the reason that weve had the funds, for example, locally to build the schools, and the hospitals, and the highways, to make the progress that we have, is because this Administration has encouraged individual enterprise; and it has resulted in the greatest expansion of the private sector of the economy that has ever been witnessed in an eight- year period. And that is growth. That is the growth that we are looking for; it is the growth that this Administration has supported and that its policies have stimulated.",Pres,1960.0,1960-09-26,1.0
Howard Smith,Senator Kennedy.,Pres,1960.0,1960-09-26,0.0
John Kennedy,"Well, I must say that the reason that the schools have been constructed is because the local school districts were willing to increase the property taxes to a tremendously high figure – in my opinion, almost to the point of diminishing returns in order to sustain these schools. Secondly, I think we have a rich uh – country. And I think we have a powerful country. I think what we have to do, however, is have the president and the leadership set before our country exactly what we must do in the next decade, if were going to maintain our security in education, in economic growth, in development of natural resources. The Soviet Union is making great gains. It isnt enough to compare what might have been done eight years ago, or ten years ago, or fifteen years ago, or twenty years ago. I want to compare what were doing with what our adversaries are doing, so that by the year 1970 the United States is ahead in education, in health, in building, in homes, in economic strength. I think thats the big assignment, the big task, the big function of the federal government.",Pres,1960.0,1960-09-26,1.0
Howard Smith,"Can I have the summation time please? Weve completed our questions and our comments, and in just a moment, well have the summation time.",Pres,1960.0,1960-09-26,0.0
Voiceover,This will allow three minutes and twenty seconds for the summation by each candidate.,Pres,1960.0,1960-09-26,0.0
Howard Smith,"Three minutes and twenty seconds for each candidate. Vice President Nixon, will you make the first summation?",Pres,1960.0,1960-09-26,0.0
Richard Nixon,"Thank you, Mr. Smith. Senator Kennedy. First of all, I think it is well to put in perspective where we really do stand with regard to the Soviet Union in this whole matter of growth. The Soviet Union has been moving faster than we have. But the reason for that is obvious. They start from a much lower base. Although they have been moving faster in growth than we have, we find, for example, today that their total gross national product is only forty- four per cent of our total gross national product. Thats the same percentage that it was twenty years ago. And as far as the absolute gap is concerned, we find that the United States is even further ahead than it was twenty years ago. Is this any reason for complacency? Not at all Because these are determined men. They are fanatical men. And we have to get the very most of uh – out uh – out of our economy. I agree with Senator Kennedy completely on that score. Where we disagree is in the means that we would use to get the most out of our economy. I respectfully submit that Senator Kennedy too often would rely too much on the federal government, on what it would do to solve our problems, to stimulate growth. I believe that when we examine the Democratic platform, when we examine the proposals that he has discussed tonight, when we compare them with the proposals that I have made, that these proposals that he makes would not result in greater growth for this country than would be the case if we followed the programs that I have advocated. There are many of the points that he has made that I would like to comment upon. The one in the field of health is worth mentioning. Our health program – the one that Senator Javits and other Republican Senators, as well as I supported – is one that provides for all people over sixty- five who want health insurance, the opportunity to have it if they want it. It provides a choice of having either government insurance or private insurance. But it compels nobody to have insurance who does not want it. His program under Social Security, would require everybody who had Social Security to take government health insurance whether he wanted it or not. And it would not cover several million people who are not covered by Social Security at all. Here is one place where I think that our program does a better job than his. The other point that I would make is this; this downgrading of how much things cost I think many of our people will understand better when they look at what happened when – during the Truman Administration when the government was spending more than it took in – we found savings over a lifetime eaten up by inflation. We found the people who could least afford it – people on retired incomes uh – people on fixed incomes – we found them unable to meet their bills at the end of the month. It is essential that a man whos president of this country certainly stand for every program that will mean for growth. And I stand for programs that will mean growth and progress. But it is also essential that he not allow a dollar spent that could be better spent by the people themselves.",Pres,1960.0,1960-09-26,1.0
Howard Smith,"Senator Kennedy, your conclusion.",Pres,1960.0,1960-09-26,0.0
John Kennedy,"The point was made by Mr. Nixon that the Soviet production is only forty- four percent of ours. I must say that forty- four percent and that Soviet country is causing us a good deal of trouble tonight. I want to make sure that it stays in that relationship. I dont want to see the day when its sixty percent of ours, and seventy and seventy- five and eighty and ninety percent of ours, with all the force and power that it could bring to bear in order to cause our destruction. Secondly, the Vice President mentioned medical care for the aged. Our program was an amendment to the Kerr bill. The Kerr bill provided assistance to all those who were not on Social Security. I think its a very clear contrast. In 1935, when the Social Security Act was written, ninety- four out of ninety- five Republicans voted against it. Mr. Landon ran in 1936 to repeal it. In August of 1960, when we tried to get it again, but this time for medical care, we received the support of one Republican in the Senate on this occasion. Thirdly, I think the question before the American people is; as they look at this country and as they look at the world around them, the goals are the same for all Americans. The means are at question. The means are at issue. If you feel that everything that is being done now is satisfactory, that the relative power and prestige and strength of the United States is increasing in relation to that of the Communists; that weve b- gaining more security, that we are achieving everything as a nation that we should achieve, that we are achieving a better life for our citizens and greater strength, then I agree. I think you should vote for Mr. Nixon. But if you feel that we have to move again in the sixties, that the function of the president is to set before the people the unfinished business of our society as Franklin Roosevelt did in the thirties, the agenda for our people – what we must do as a society to meet our needs in this country and protect our security and help the cause of freedom. As I said at the beginning, the question before us all, that faces all Republicans and all Democrats, is; can freedom in the next generation conquer, or are the Communists going to be successful? Thats the great issue. And if we meet our responsibilities I think freedom will conquer. If we fail, if we fail to move ahead, if we fail to develop sufficient military and economic and social strength here in this country, then I think that uh – the tide could begin to run against us. And I dont want historians, ten years from now, to say, these were the years when the tide ran out for the United States. I want them to say these were the years when the tide came in; these were the years when the United States started to move again. Thats the question before the American people, and only you can decide what you want, what you want this country to be, what you want to do with the future. I think were ready to move. And it is to that great task, if were successful, that we will address ourselves.",Pres,1960.0,1960-09-26,1.0
Howard Smith,"Thank you very much, gentlemen. This hour has gone by all too quickly. Thank you very much for permitting us to present the next president of the United States on this unique program. Ive been asked by the candidates to thank the American networks and the affiliated stations for providing time and facilities for this joint appearance. Other debates in this series will be announced later and will be on different subjects. This is Howard K. Smith. Good night from Chicago. ",Pres,1960.0,1960-09-26,0.0
Jim Lehrer,"Good evening from the Ford Center for the Performing Arts at the University of Mississippi in Oxford. Im Jim Lehrer of the NewsHour on PBS, and I welcome you to the first of the 2008 presidential debates between the Republican nominee, Senator John McCain of Arizona, and the Democratic nominee, Senator Barack Obama of Illinois. The Commission on Presidential Debates is the sponsor of this event and the three other presidential and vice presidential debates coming in October. Tonights will primarily be about foreign policy and national security, which, by definition, includes the global financial crisis. It will be divided roughly into nine- minute segments. Direct exchanges between the candidates and moderator follow- ups are permitted after each candidate has two minutes to answer the lead question in an order determined by a coin toss. The specific subjects and questions were chosen by me. They have not been shared or cleared with anyone. The audience here in the hall has promised to remain silent, no cheers, no applause, no noise of any kind, except right now, as we welcome Senators Obama and McCain. (APPLAUSE) Let me begin with something General Eisenhower said in his 1952 presidential campaign. Quote, “We must achieve both security and solvency. In fact, the foundation of military strength is economic strength, ” end quote. With that in mind, the first lead question. Gentlemen, at this very moment tonight, where do you stand on the financial recovery plan? First response to you, Senator Obama. You have two minutes.",Pres,2008.0,2008-09-26,0.0
Barack Obama,"Well, thank you very much, Jim, and thanks to the commission and the University of Mississippi, Ole Miss, for hosting us tonight. I cant think of a more important time for us to talk about the future of the country. You know, we are at a defining moment in our history. Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression. And although weve heard a lot about Wall Street, those of you on Main Street I think have been struggling for a while, and you recognize that this could have an impact on all sectors of the economy. And youre wondering, hows it going to affect me? Hows it going to affect my job? Hows it going to affect my house? Hows it going to affect my retirement savings or my ability to send my children to college? So we have to move swiftly, and we have to move wisely. And Ive put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort. Number one, weve got to make sure that weve got oversight over this whole process; $700 billion, potentially, is a lot of money. Number two, weve got to make sure that taxpayers, when they are putting their money at risk, have the possibility of getting that money back and gains, if the market — and when the market returns. Number three, weve got to make sure that none of that money is going to pad CEO bank accounts or to promote golden parachutes. And, number four, weve got to make sure that were helping homeowners, because the root problem here has to do with the foreclosures that are taking place all across the country. Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down. It hasnt worked. And I think that the fundamentals of the economy have to be measured by whether or not the middle class is getting a fair shake. Thats why Im running for president, and thats what I hope were going to be talking about tonight.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"Senator McCain, two minutes.",Pres,2008.0,2008-09-26,0.0
John McCain,"Well, thank you, Jim. And thanks to everybody. And I do have a sad note tonight. Senator Kennedy is in the hospital. Hes a dear and beloved friend to all of us. Our thoughts and prayers go out to the lion of the Senate. I also want to thank the University of Mississippi for hosting us tonight. And, Jim, I — Ive been not feeling too great about a lot of things lately. So have a lot of Americans who are facing challenges. But Im feeling a little better tonight, and Ill tell you why. Because as were here tonight in this debate, we are seeing, for the first time in a long time, Republicans and Democrats together, sitting down, trying to work out a solution to this fiscal crisis that were in. And have no doubt about the magnitude of this crisis. And were not talking about failure of institutions on Wall Street. Were talking about failures on Main Street, and people who will lose their jobs, and their credits, and their homes, if we dont fix the greatest fiscal crisis, probably in — certainly in our time, and Ive been around a little while. But the point is — the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package. This package has transparency in it. It has to have accountability and oversight. It has to have options for loans to failing businesses, rather than the government taking over those loans. We have to — it has to have a package with a number of other essential elements to it. And, yes, I went back to Washington, and I met with my Republicans in the House of Representatives. And they werent part of the negotiations, and I understand that. And it was the House Republicans that decided that they would be part of the solution to this problem. But I want to emphasize one point to all Americans tonight. This isnt the beginning of the end of this crisis. This is the end of the beginning, if we come out with a package that will keep these institutions stable. And weve got a lot of work to do. And weve got to create jobs. And one of the areas, of course, is to eliminate our dependence on foreign oil.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"All right, lets go back to my question. How do you all stand on the recovery plan? And talk to each other about it. Weve got five minutes. We can negotiate a deal right here. But, I mean, are you — do you favor this plan, Senator Obama, and you, Senator McCain? Do you — are you in favor of this plan?",Pres,2008.0,2008-09-26,0.0
Barack Obama,"We havent seen the language yet. And I do think that theres constructive work being done out there. So, for the viewers who are watching, I am optimistic about the capacity of us to come together with a plan. The question, I think, that we have to ask ourselves is, how did we get into this situation in the first place? Two years ago, I warned that, because of the subprime lending mess, because of the lax regulation, that we were potentially going to have a problem and tried to stop some of the abuses in mortgages that were taking place at the time. Last year, I wrote to the secretary of the Treasury to make sure that he understood the magnitude of this problem and to call on him to bring all the stakeholders together to try to deal with it. So — so the question, I think, that weve got to ask ourselves is, yes, weve got to solve this problem short term. And we are going to have to intervene; theres no doubt about that. But were also going to have to look at, how is it that we shredded so many regulations? We did not set up a 21st- century regulatory framework to deal with these problems. And that in part has to do with an economic philosophy that says that regulation is always bad.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"Are you going to vote for the plan, Senator McCain?",Pres,2008.0,2008-09-26,0.0
John McCain,I — I hope so. And I…,Pres,2008.0,2008-09-26,1.0
Jim Lehrer,As a United States senator…,Pres,2008.0,2008-09-26,0.0
John McCain,Sure.,Pres,2008.0,2008-09-26,1.0
Jim Lehrer,… youre going to vote for the plan?,Pres,2008.0,2008-09-26,0.0
John McCain,"Sure. But — but let me — let me point out, I also warned about Fannie Mae and Freddie Mac and warned about corporate greed and excess, and CEO pay, and all that. A lot of us saw this train wreck coming. But theres also the issue of responsibility. Youve mentioned President Dwight David Eisenhower. President Eisenhower, on the night before the Normandy invasion, went into his room, and he wrote out two letters. One of them was a letter congratulating the great members of the military and allies that had conducted and succeeded in the greatest invasion in history, still to this day, and forever. And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy. Somehow weve lost that accountability. Ive been heavily criticized because I called for the resignation of the chairman of the Securities and Exchange Commission. Weve got to start also holding people accountable, and weve got to reward people who succeed. But somehow in Washington today — and Im afraid on Wall Street — greed is rewarded, excess is rewarded, and corruption — or certainly failure to carry out our responsibility is rewarded. As president of the United States, people are going to be held accountable in my administration. And I promise you that that will happen.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"Do you have something directly to say, Senator Obama, to Senator McCain about what he just said?",Pres,2008.0,2008-09-26,0.0
Barack Obama,"Well, I think Senator McCains absolutely right that we need more responsibility, but we need it not just when theres a crisis. I mean, weve had years in which the reigning economic ideology has been whats good for Wall Street, but not whats good for Main Street. And there are folks out there whove been struggling before this crisis took place. And thats why its so important, as we solve this short- term problem, that we look at some of the underlying issues that have led to wages and incomes for ordinary Americans to go down, the — a health care system that is broken, energy policies that are not working, because, you know, 10 days ago, John said that the fundamentals of the economy are sound.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,Say it directly to him.,Pres,2008.0,2008-09-26,0.0
Barack Obama,I do not think that they are.,Pres,2008.0,2008-09-26,1.0
Jim Lehrer,Say it directly to him.,Pres,2008.0,2008-09-26,0.0
Barack Obama,"Well, the — John, 10 days ago, you said that the fundamentals of the economy are sound. And…",Pres,2008.0,2008-09-26,1.0
John McCain,Are you afraid I couldnt hear him? (LAUGHTER),Pres,2008.0,2008-09-26,1.0
Jim Lehrer,Im just determined to get you all to talk to each other. Im going to try.,Pres,2008.0,2008-09-26,0.0
Barack Obama,"The — and I just fundamentally disagree. And unless we are holding ourselves accountable day in, day out, not just when theres a crisis for folks who have power and influence and can hire lobbyists, but for the nurse, the teacher, the police officer, who, frankly, at the end of each month, theyve got a little financial crisis going on. Theyre having to take out extra debt just to make their mortgage payments. We havent been paying attention to them. And if you look at our tax policies, its a classic example.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"So, Senator McCain, do you agree with what Senator Obama just said? And, if you dont, tell him what you disagree with.",Pres,2008.0,2008-09-26,0.0
John McCain,"No, I — look, weve got to fix the system. Weve got fundamental problems in the system. And Main Street is paying a penalty for the excesses and greed in Washington, D. C. , and in the Wall Street. So theres no doubt that we have a long way to go. And, obviously, stricter interpretation and consolidation of the various regulatory agencies that werent doing their job, that has brought on this crisis. But I have a fundamental belief in the goodness and strength of the American worker. And the American worker is the most productive, the most innovative. America is still the greatest producer, exporter and importer. But weve got to get through these times, but I have a fundamental belief in the United States of America. And I still believe, under the right leadership, our best days are ahead of us.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"All right, lets go to the next lead question, which is essentially following up on this same subject. And you get two minutes to begin with, Senator McCain. And using your word “fundamental, ” are there fundamental differences between your approach and Senator Obamas approach to what you would do as president to lead this country out of the financial crisis?",Pres,2008.0,2008-09-26,0.0
John McCain,"Well, the first thing we have to do is get spending under control in Washington. Its completely out of control. Its gone — we have now presided over the largest increase in the size of government since the Great Society. We Republicans came to power to change government, and government changed us. And the — the worst symptom on this disease is what my friend, Tom Coburn, calls earmarking as a gateway drug, because its a gateway. Its a gateway to out- of- control spending and corruption. And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork- barrel spending. You know, we spent $3 million to study the DNA of bears in Montana. I dont know if that was a criminal issue or a paternal issue, but the fact is that it was $3 million of our taxpayers money. And it has got to be brought under control. As president of the United States, I want to assure you, Ive got a pen. This ones kind of old. Ive got a pen, and Im going to veto every single spending bill that comes across my desk. I will make them famous. You will know their names. Now, Senator Obama, you wanted to know one of the differences. He has asked for $932 million of earmark pork- barrel spending, nearly a million dollars for every day that hes been in the United States Senate. I suggest that people go up on the Web site of Citizens Against Government Waste, and theyll look at those projects. That kind of thing is not the way to rein in runaway spending in Washington, D. C. Thats one of the fundamental differences that Senator Obama and I have.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"Senator Obama, two minutes.",Pres,2008.0,2008-09-26,0.0
Barack Obama,"Well, Senator McCain is absolutely right that the earmarks process has been abused, which is why I suspended any requests for my home state, whether it was for senior centers or what have you, until we cleaned it up. And hes also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasnt the case with me. But lets be clear; Earmarks account for $18 billion in last years budget. Senator McCain is proposing — and this is a fundamental difference between us — $300 billion in tax cuts to some of the wealthiest corporations and individuals in the country, $300 billion. Now, $18 billion is important; $300 billion is really important. And in his tax plan, you would have CEOs of Fortune 500 companies getting an average of $700, 000 in reduced taxes, while leaving 100 million Americans out. So my attitude is, weve got to grow the economy from the bottom up. What Ive called for is a tax cut for 95 percent of working families, 95 percent. And that means that the ordinary American out there whos collecting a paycheck every day, theyve got a little extra money to be able to buy a computer for their kid, to fill up on this gas that is killing them. And over time, that, I think, is going to be a better recipe for economic growth than the — the policies of President Bush that John McCain wants to — wants to follow.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,Senator McCain?,Pres,2008.0,2008-09-26,0.0
John McCain,"Well, again, I dont mean to go back and forth, but he… (CROSSTALK)",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"No, thats fine.",Pres,2008.0,2008-09-26,0.0
John McCain,"Senator Obama suspended those requests for pork- barrel projects after he was running for president of the United States. He didnt happen to see that light during the first three years as a member of the United States Senate, $932 million in requests. Maybe to Senator Obama its not a lot of money. But the point is that — you see, I hear this all the time. “Its only $18 billion. ” Do you know that its tripled in the last five years? Do you know that its gone completely out of control to the point where it corrupts people? It corrupts people. Thats why we have, as I said, people under federal indictment and charges. Its a system thats got to be cleaned up. I have fought against it my career. I have fought against it. I was called the sheriff, by the — one of the senior members of the Appropriations Committee. I didnt win Miss Congeniality in the United States Senate. Now, Senator Obama didnt mention that, along with his tax cuts, he is also proposing some $800 billion in new spending on new programs. Now, thats a fundamental difference between myself and Senator Obama. I want to cut spending. I want to keep taxes low. The worst thing we could do in this economic climate is to raise peoples taxes.",Pres,2008.0,2008-09-26,1.0
Barack Obama,"I — I dont know where John is getting his figures. Lets just be clear. What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that were giving tax breaks to companies that are investing here in the United States. I make sure that we have a health care system that allows for everyone to have basic coverage. I think those are pretty important priorities. And I pay for every dime of it. But lets go back to the original point. John, nobody is denying that $18 billion is important. And, absolutely, we need earmark reform. And when Im president, I will go line by line to make sure that we are not spending money unwisely. But the fact is that eliminating earmarks alone is not a recipe for how were going to get the middle class back on track.",Pres,2008.0,2008-09-26,1.0
Barack Obama,"And when you look at your tax policies that are directed primarily at those who are doing well, and you are neglecting people who are really struggling right now, I think that is a continuation of the last eight years, and we cant afford another four.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"Respond directly to him about that, to Senator Obama about that, about the — hes made it twice now, about your tax — your policies about tax cuts.",Pres,2008.0,2008-09-26,0.0
John McCain,"Well — well, let me give you an example of what Senator Obama finds objectionable, the business tax. Right now, in the United States of America, business pays the second- highest business taxes in the world, 35 percent. Ireland pays 11 percent. Now, if youre a business person, and you can locate any place in the world, then, obviously, if you go to the country where its 11 percent tax versus 35 percent, youre going to be able to create jobs, increase your business, make more investment, et cetera. I want to cut that business tax. I want to cut it so that businesses will remain in — in the United States of America and create jobs. But, again, I want to return. Its a lot more than $18 billion in pork- barrel spending. I can tell you, its rife. Its throughout. The United States Senate will take up a continuing resolution tomorrow or the next day, sometime next week, with 2, 000 — 2, 000 — look at them, my friends. Look at them. Youll be appalled. And Senator Obama is a recent convert, after requesting $932 million worth of pork- barrel spending projects. So the point is, I want people to have tax cuts. I want every family to have a $5, 000 refundable tax credit so they can go out and purchase their own health care. I want to double the dividend from $3, 500 to $7, 000 for every dependent child in America. I know that the worst thing we could possibly do is to raise taxes on anybody, and a lot of people might be interested in Senator Obamas definition of “rich. ”",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,"Senator Obama, you have a question for Senator McCain on that?",Pres,2008.0,2008-09-26,0.0
Barack Obama,"Well, let me just make a couple of points.",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,All right.,Pres,2008.0,2008-09-26,0.0
Barack Obama,"My definition — heres what I can tell the American people; 95 percent of you will get a tax cut. And if you make less than $250, 000, less than a quarter- million dollars a year, then you will not see one dimes worth of tax increase. Now, John mentioned the fact that business taxes on paper are high in this country, and hes absolutely right. Heres the problem; There are so many loopholes that have been written into the tax code, oftentimes with support of Senator McCain, that we actually see our businesses pay effectively one of the lowest tax rates in the world. And what that means, then, is that there are people out there who are working every day, who are not getting a tax cut, and you want to give them more. Its not like you want to close the loopholes. You just want to add an additional tax cut over the loopholes. And thats a problem. Just one last point I want to make, since Senator McCain talked about providing a $5, 000 health credit. Now, what he doesnt tell you is that he intends to, for the first time in history, tax health benefits. So you may end up getting a $5, 000 tax credit. Heres the only problem; Your employer now has to pay taxes on the health care that youre getting from your employer. And if you end up losing your health care from your employer, youve got to go out on the open market and try to buy it. It is not a good deal for the American people. But its an example of this notion that the market can always solve everything and that the less regulation we have, the better off were going to be.",Pres,2008.0,2008-09-26,1.0
John McCain,"Well, you know, let me just…",Pres,2008.0,2008-09-26,1.0
Jim Lehrer,Weve got to go to another lead question.,Pres,2008.0,2008-09-26,0.0
John McCain,"I know we have to, but this is a classic example of walking the walk and talking the talk. We had an energy bill before the United States Senate. It was festooned with Christmas tree ornaments. It had all kinds of breaks for the oil companies, I mean, billions of dollars worth. I voted against it; Senator Obama voted for it.",Pres,2008.0,2008-09-26,1.0
Barack Obama,"John, you want to give oil companies another $4 billion.",Pres,2008.0,2008-09-26,1.0
John McCain,"Youve got to look at our record. Youve got to look at our records. Thats the important thing. Who fought against wasteful and earmark spending? Who has been the person who has tried to keep spending under control? Whos the person who has believed that the best thing for America is — is to have a tax system that is fundamentally fair? And Ive fought to simplify it, and I have proposals to simplify it. Lets give every American a choice; two tax brackets, generous dividends, and, two — and let Americans choose whether they want the — the existing tax code or they want a new tax code. And so, again, look at the record, particularly the energy bill. But, again, Senator Obama has shifted on a number of occasions. He has voted in the United States Senate to increase taxes on people who make as low as $42, 000 a year.",Pres,2008.0,2008-09-26,1.0
Barack Obama,"Thats not true, John. Thats not true.",Pres,2008.0,2008-09-26,1.0
John McCain,"And thats just a fact. Again, you can look it up.",Pres,2008.0,2008-09-26,1.0
Barack Obama,"Look, its just not true. And if we want to talk about oil company profits, under your tax plan, John — this is undeniable — oil companies would get an additional $4 billion in tax breaks. Now, look, we all would love to lower taxes on everybody. But heres the problem; If we are giving them to oil companies, then that means that there are those who are not going to be getting them. And…",Pres,2008.0,2008-09-26,1.0
John McCain,"With all due respect, you already gave them to the oil companies.",Pres,2008.0,2008-09-26,1.0
Barack Obama,"No, but, John, the fact of the matter is, is that I was opposed to those tax breaks, tried to strip them out. Weve got an energy bill on the Senate floor right now that contains some good stuff, some stuff you want, including drilling off- shore, but youre opposed to it because it would strip away those tax breaks that have gone to oil companies.",Pres,2008.0,2008-09-26,1.0
